time,ICR,pctl_5y,pctl_10y,zscore_level,delta_4q,delta_delta,slope_4q,delta_zscore,consecutive_declines
2013-03-31,5.150738699293362,90.0,62.5,0.07881569103898821,0.6754810322697695,0.072346123184305,0.18577308354346547,0.31871704203804035,2.0
2013-04-30,5.216650403330731,95.0,65.0,0.09658268698993899,0.7106020228847978,0.03512099061502827,-0.008352297100888745,0.3624999789699009,0.0
2013-05-31,5.216650403330731,95.0,65.0,0.09658268698993899,0.7106020228847978,0.03512099061502827,-0.008352297100888745,0.3624999789699009,0.0
2013-06-30,5.216650403330731,95.0,65.0,0.09658268698993899,0.7106020228847978,0.03512099061502827,-0.008352297100888745,0.3624999789699009,0.0
2013-07-31,5.459313884137039,100.0,67.5,0.24747708605693453,0.21917563378652272,-0.4914263890982751,0.09524589687198205,0.011492374741717494,0.0
2013-08-31,5.459313884137039,100.0,67.5,0.24747708605693453,0.21917563378652272,-0.4914263890982751,0.09524589687198205,0.011492374741717494,0.0
2013-09-30,5.459313884137039,100.0,67.5,0.24747708605693453,0.21917563378652272,-0.4914263890982751,0.09524589687198205,0.011492374741717494,0.0
2013-10-31,5.426088519374014,95.0,65.0,0.1926777423226177,0.26229039013112754,0.04311475634460482,0.10687129410482603,0.059358501018666986,1.0
2013-11-30,5.426088519374014,95.0,65.0,0.1926777423226177,0.26229039013112754,0.04311475634460482,0.10687129410482603,0.059358501018666986,1.0
2013-12-31,5.426088519374014,95.0,65.0,0.1926777423226177,0.26229039013112754,0.04311475634460482,0.10687129410482603,0.059358501018666986,1.0
2014-01-31,5.447664234307279,95.0,65.0,0.18430414359238478,0.2969255350139166,0.03463514488278907,0.0659816128166612,0.10113490889792986,0.0
2014-02-28,5.447664234307279,95.0,65.0,0.18430414359238478,0.2969255350139166,0.03463514488278907,0.0659816128166612,0.10113490889792986,0.0
2014-03-31,5.447664234307279,95.0,65.0,0.18430414359238478,0.2969255350139166,0.03463514488278907,0.0659816128166612,0.10113490889792986,0.0
2014-04-30,5.462690861468554,100.0,67.5,0.17620057526488908,0.2460404581378226,-0.050885076876094004,0.003170664692780133,0.07550671296994298,0.0
2014-05-31,5.462690861468554,100.0,67.5,0.17620057526488908,0.2460404581378226,-0.050885076876094004,0.003170664692780133,0.07550671296994298,0.0
2014-06-30,5.462690861468554,100.0,67.5,0.17620057526488908,0.2460404581378226,-0.050885076876094004,0.003170664692780133,0.07550671296994298,0.0
2014-07-31,5.31227530708713,80.0,57.49999999999999,0.05335167638064532,-0.1470385770499094,-0.393079035187732,-0.03264130096993845,-0.20399351411966654,1.0
2014-08-31,5.31227530708713,80.0,57.49999999999999,0.05335167638064532,-0.1470385770499094,-0.393079035187732,-0.03264130096993845,-0.20399351411966654,1.0
2014-09-30,5.31227530708713,80.0,57.49999999999999,0.05335167638064532,-0.1470385770499094,-0.393079035187732,-0.03264130096993845,-0.20399351411966654,1.0
