,icr_pctl,delta_zscore,trigger_level,fuel_level,fuel_speed,risk_score,state
2019-11-30,7.5,-1.421467280129237,0.26666666666666666,0.75,0.7107336400646185,0.5178091885054088,ELEVATED_RISK
2019-12-31,7.5,-1.421467280129237,0.075,0.75,0.7107336400646185,0.43068797638419676,ELEVATED_RISK
2020-01-31,17.5,-0.8285090765316139,0.2916666666666667,0.4166666666666667,0.41425453826580694,0.35908098944821126,NORMAL
2020-02-29,17.5,-0.8285090765316139,0.5916666666666667,0.4166666666666667,0.41425453826580694,0.4954446258118476,NORMAL
2020-03-31,17.5,-0.8285090765316139,1.0,0.4166666666666667,0.41425453826580694,0.6810506864179081,ELEVATED_RISK
2020-04-30,45.0,0.19169724759483595,0.9583333333333335,0.0,0.0,0.43560606060606066,ELEVATED_RISK
2020-05-31,45.0,0.19169724759483595,0.85,0.0,0.0,0.3863636363636363,ELEVATED_RISK
2020-06-30,45.0,0.19169724759483595,0.8416666666666667,0.0,0.0,0.38257575757575757,ELEVATED_RISK
2020-07-31,37.5,0.8505383343814296,0.625,0.0,0.0,0.28409090909090906,ELEVATED_RISK
2020-08-31,37.5,0.8505383343814296,0.5833333333333334,0.0,0.0,0.26515151515151514,NORMAL
2020-09-30,37.5,0.8505383343814296,0.6833333333333332,0.0,0.0,0.31060606060606055,ELEVATED_RISK
2020-10-31,40.0,1.0739724867948017,0.6583333333333333,0.0,0.0,0.2992424242424242,ELEVATED_RISK
2020-11-30,40.0,1.0739724867948017,0.38333333333333336,0.0,0.0,0.17424242424242423,NORMAL
2020-12-31,40.0,1.0739724867948017,0.2333333333333333,0.0,0.0,0.10606060606060604,NORMAL
2021-01-31,100.0,4.52533846629545,0.21666666666666667,0.0,0.0,0.09848484848484848,NORMAL
2021-02-28,100.0,4.52533846629545,0.075,0.0,0.0,0.03409090909090909,NORMAL
2021-03-31,100.0,4.52533846629545,0.016666666666666666,0.0,0.0,0.007575757575757575,NORMAL
2021-04-30,97.5,2.8528013613164176,0.0,0.0,0.0,0.0,NORMAL
2021-05-31,97.5,2.8528013613164176,0.025,0.0,0.0,0.011363636363636364,NORMAL
2021-06-30,97.5,2.8528013613164176,0.0,0.0,0.0,0.0,NORMAL
2021-07-31,100.0,3.370062061108264,0.03333333333333333,0.0,0.0,0.01515151515151515,NORMAL
2021-08-31,100.0,3.370062061108264,0.008333333333333333,0.0,0.0,0.0037878787878787876,NORMAL
2021-09-30,100.0,3.370062061108264,0.008333333333333333,0.0,0.0,0.0037878787878787876,NORMAL
2021-10-31,100.0,3.6904086843177097,0.008333333333333333,0.0,0.0,0.0037878787878787876,NORMAL
2021-11-30,100.0,3.6904086843177097,0.19166666666666668,0.0,0.0,0.08712121212121211,NORMAL
2021-12-31,100.0,3.6904086843177097,0.008333333333333333,0.0,0.0,0.0037878787878787876,NORMAL
2022-01-31,97.5,0.9756694128118915,0.18333333333333332,0.0,0.0,0.08333333333333331,NORMAL
2022-02-28,97.5,0.9756694128118915,0.275,0.0,0.0,0.125,NORMAL
2022-03-31,97.5,0.9756694128118915,0.09166666666666666,0.0,0.0,0.04166666666666666,NORMAL
2022-04-30,95.0,1.2447581141737365,0.39166666666666666,0.0,0.0,0.178030303030303,NORMAL
2022-05-31,95.0,1.2447581141737365,0.49166666666666664,0.0,0.0,0.22348484848484845,NORMAL
2022-06-30,95.0,1.2447581141737365,0.8583333333333333,0.0,0.0,0.3901515151515151,ELEVATED_RISK
2022-07-31,97.5,0.558686219504529,0.6583333333333333,0.0,0.0,0.2992424242424242,ELEVATED_RISK
2022-08-31,97.5,0.558686219504529,0.7333333333333333,0.0,0.0,0.33333333333333326,ELEVATED_RISK
2022-09-30,97.5,0.558686219504529,0.8333333333333335,0.0,0.0,0.37878787878787884,ELEVATED_RISK
2022-10-31,100.0,0.3880667657386219,0.6166666666666667,0.0,0.0,0.2803030303030303,ELEVATED_RISK
2022-11-30,100.0,0.3880667657386219,0.575,0.0,0.0,0.2613636363636363,NORMAL
2022-12-31,100.0,0.3880667657386219,0.6666666666666665,0.0,0.0,0.3030303030303029,ELEVATED_RISK
2023-01-31,97.5,0.5262548977859826,0.525,0.0,0.0,0.23863636363636362,NORMAL
2023-02-28,97.5,0.5262548977859826,0.49166666666666664,0.0,0.0,0.22348484848484845,NORMAL
2023-03-31,97.5,0.5262548977859826,0.6083333333333333,0.0,0.0,0.2765151515151515,ELEVATED_RISK
2023-04-30,100.0,0.8989616181522426,0.5916666666666667,0.0,0.0,0.2689393939393939,NORMAL
2023-05-31,100.0,0.8989616181522426,0.675,0.0,0.0,0.3068181818181818,ELEVATED_RISK
2023-06-30,100.0,0.8989616181522426,0.45,0.0,0.0,0.20454545454545453,NORMAL
2023-07-31,100.0,2.5106742682291996,0.30833333333333335,0.0,0.0,0.14015151515151514,NORMAL
2023-08-31,100.0,2.5106742682291996,0.35833333333333334,0.0,0.0,0.16287878787878787,NORMAL
2023-09-30,100.0,2.5106742682291996,0.45,0.0,0.0,0.20454545454545453,NORMAL
2023-10-31,100.0,2.6024953908600015,0.6166666666666667,0.0,0.0,0.2803030303030303,ELEVATED_RISK
2023-11-30,100.0,2.6024953908600015,0.3416666666666666,0.0,0.0,0.15530303030303028,NORMAL
2023-12-31,100.0,2.6024953908600015,0.09166666666666666,0.0,0.0,0.04166666666666666,NORMAL
2024-01-31,100.0,3.202761656156053,0.175,0.0,0.0,0.07954545454545453,NORMAL
2024-02-29,100.0,3.202761656156053,0.05833333333333333,0.0,0.0,0.02651515151515151,NORMAL
2024-03-31,100.0,3.202761656156053,0.016666666666666666,0.0,0.0,0.007575757575757575,NORMAL
2024-04-30,100.0,3.0954774493693704,0.04166666666666666,0.0,0.0,0.018939393939393933,NORMAL
2024-05-31,100.0,3.0954774493693704,0.05,0.0,0.0,0.022727272727272728,NORMAL
2024-06-30,100.0,3.0954774493693704,0.05833333333333333,0.0,0.0,0.02651515151515151,NORMAL
2024-07-31,97.5,1.7086316304716593,0.075,0.0,0.0,0.03409090909090909,NORMAL
2024-08-31,97.5,1.7086316304716593,0.04166666666666666,0.0,0.0,0.018939393939393933,NORMAL
2024-09-30,97.5,1.7086316304716593,0.0,0.0,0.0,0.0,NORMAL
2024-10-31,100.0,1.0628988029761308,0.0,0.0,0.0,0.0,NORMAL
2024-11-30,100.0,1.0628988029761308,0.0,0.0,0.0,0.0,NORMAL
2024-12-31,100.0,1.0628988029761308,0.016666666666666666,0.0,0.0,0.007575757575757575,NORMAL
2025-01-31,100.0,0.22244228367983432,0.0,0.0,0.0,0.0,NORMAL
2025-02-28,100.0,0.22244228367983432,0.016666666666666666,0.0,0.0,0.007575757575757575,NORMAL
2025-03-31,100.0,0.22244228367983432,0.25833333333333336,0.0,0.0,0.11742424242424243,NORMAL
2025-04-30,100.0,-0.08689247028141783,0.5,0.0,0.043446235140708916,0.24109652936295284,NORMAL
2025-05-31,100.0,-0.08689247028141783,0.175,0.0,0.043446235140708916,0.0933692566356801,NORMAL
2025-06-30,100.0,-0.08689247028141783,0.04166666666666666,0.0,0.043446235140708916,0.032763196029619496,NORMAL
2025-07-31,85.0,-1.3267110182373687,0.016666666666666666,0.0,0.6633555091186843,0.21864341956806618,ELEVATED_RISK
2025-08-31,85.0,-1.3267110182373687,0.016666666666666666,0.0,0.6633555091186843,0.21864341956806618,ELEVATED_RISK
2025-09-30,85.0,-1.3267110182373687,0.016666666666666666,0.0,0.6633555091186843,0.21864341956806618,ELEVATED_RISK
2025-10-31,85.0,-1.434184615689866,0.06666666666666667,0.0,0.717092307844933,0.25846876461732715,ELEVATED_RISK
2025-11-30,85.0,-1.434184615689866,0.05833333333333333,0.0,0.717092307844933,0.25468088582944837,ELEVATED_RISK
2025-12-31,85.0,-1.434184615689866,0.025,0.0,0.717092307844933,0.23952937067793323,ELEVATED_RISK
