as_of_date,V8_Ratio,margin_debt,market_cap,zscore_level,pctl_5y,pctl_10y,delta_4q,delta_8q,delta_4q_zscore,delta_8q_zscore,yoy_pct
1949-01-31,0.4201155491361591,605.0,144008.0,,,,,,,,
1949-02-28,0.4201155491361591,605.0,144008.0,,,,,,,,
1949-03-31,0.4201155491361591,605.0,144008.0,,,,,,,,
1949-04-30,0.4201155491361591,605.0,144008.0,,,,,,,,
1949-05-31,0.4201155491361591,605.0,144008.0,,,,,,,,
1949-06-30,0.4201155491361591,605.0,144008.0,,,,,,,,
1949-07-31,0.4201155491361591,605.0,144008.0,,,,,,,,
1949-08-31,0.4201155491361591,605.0,144008.0,,,,,,,,
1949-09-30,0.4201155491361591,605.0,144008.0,,,,,,,,
1949-10-31,0.4201155491361591,605.0,144008.0,,,,,,,,
1949-11-30,0.4201155491361591,605.0,144008.0,,,,,,,,
1949-12-31,0.6301045622431463,969.0,153784.0,,,,-0.18898841658604792,,,,-23.072889338666613
1950-01-31,0.6301045622431463,969.0,153784.0,,,,-0.18898841658604792,,,,-23.072889338666613
1950-02-28,0.6301045622431463,969.0,153784.0,,,,-0.18898841658604792,,,,-23.072889338666613
1950-03-31,0.6301045622431463,969.0,153784.0,,,,-0.18898841658604792,,,,-23.072889338666613
1950-04-30,0.6301045622431463,969.0,153784.0,,,,-0.18898841658604792,,,,-23.072889338666613
1950-05-31,0.6301045622431463,969.0,153784.0,,,,-0.18898841658604792,,,,-23.072889338666613
1950-06-30,0.6301045622431463,969.0,153784.0,,,,-0.18898841658604792,,,,-23.072889338666613
1950-07-31,0.6301045622431463,969.0,153784.0,,,,-0.18898841658604792,,,,-23.072889338666613
1950-08-31,0.6301045622431463,969.0,153784.0,,,,-0.18898841658604792,,,,-23.072889338666613
1950-09-30,0.6301045622431463,969.0,153784.0,,,,-0.18898841658604792,,,,-23.072889338666613
1950-10-31,0.6301045622431463,969.0,153784.0,,,,-0.18898841658604792,,,,-23.072889338666613
1950-11-30,0.6301045622431463,969.0,153784.0,,,,-0.18898841658604792,,,,-23.072889338666613
1950-12-31,0.8404308052814203,1492.0,177528.0,,,,0.4354013485936612,,,,107.49868717062623
1951-01-31,0.8404308052814203,1492.0,177528.0,,,,0.4354013485936612,,,,107.49868717062623
1951-02-28,0.8404308052814203,1492.0,177528.0,,,,0.4354013485936612,,,,107.49868717062623
1951-03-31,0.8404308052814203,1492.0,177528.0,,,,0.4354013485936612,,,,107.49868717062623
1951-04-30,0.8404308052814203,1492.0,177528.0,,,,0.4354013485936612,,,,107.49868717062623
1951-05-31,0.8404308052814203,1492.0,177528.0,,,,0.4354013485936612,,,,107.49868717062623
1951-06-30,0.8404308052814203,1492.0,177528.0,,,,0.4354013485936612,,,,107.49868717062623
1951-07-31,0.8404308052814203,1492.0,177528.0,,,,0.4354013485936612,,,,107.49868717062623
1951-08-31,0.8404308052814203,1492.0,177528.0,,,,0.4354013485936612,,,,107.49868717062623
1951-09-30,0.8404308052814203,1492.0,177528.0,,,,0.4354013485936612,,,,107.49868717062623
1951-10-31,0.8404308052814203,1492.0,177528.0,,,,0.4354013485936612,,,,107.49868717062623
1951-11-30,0.8404308052814203,1492.0,177528.0,,,,0.4354013485936612,,,,107.49868717062623
1951-12-31,0.7137762329090526,1421.0,199082.0,,,,0.27463766259509614,,,,62.54009125154902
1952-01-31,0.7137762329090526,1421.0,199082.0,,,,0.27463766259509614,,,,62.54009125154902
1952-02-29,0.7137762329090526,1421.0,199082.0,,,,0.27463766259509614,,,,62.54009125154902
1952-03-31,0.7037931580614508,1422.0,202048.0,,,,0.2836776089252917,,,,67.52371091919571
1952-04-30,0.7037931580614508,1422.0,202048.0,,,,0.2836776089252917,,,,67.52371091919571
1952-05-31,0.7037931580614508,1422.0,202048.0,,,,0.2836776089252917,,,,67.52371091919571
1952-06-30,0.6964969174981678,1454.0,208759.0,,,,0.06639235525502152,-0.1225960613310264,,,10.536720289513134
1952-07-31,0.6964969174981678,1454.0,208759.0,,,,0.06639235525502152,-0.1225960613310264,,,10.536720289513134
1952-08-31,0.6964969174981678,1454.0,208759.0,,,,0.06639235525502152,-0.1225960613310264,,,10.536720289513134
1952-09-30,0.7026008220189822,1465.0,208511.0,,,,-0.13782998326243812,0.2975713653312231,,,-16.399920421323134
1952-10-31,0.7026008220189822,1465.0,208511.0,,,,-0.13782998326243812,0.2975713653312231,,,-16.399920421323134
1952-11-30,0.7026008220189822,1465.0,208511.0,,,,-0.13782998326243812,0.2975713653312231,,,-16.399920421323134
1952-12-31,0.7559971411026888,1502.0,198678.0,,,,0.04222090819363622,0.31685857078873236,,,5.915146266717453
1953-01-31,0.7559971411026888,1502.0,198678.0,,,,0.04222090819363622,0.31685857078873236,,,5.915146266717453
1953-02-28,0.7559971411026888,1502.0,198678.0,,,,0.04222090819363622,0.31685857078873236,,,5.915146266717453
1953-03-31,0.8527572484366117,1665.0,195249.0,,,,0.1489640903751609,0.4326416993004526,,,21.16589066956436
1953-04-30,0.8527572484366117,1665.0,195249.0,,,,0.1489640903751609,0.4326416993004526,,,21.16589066956436
1953-05-31,0.8527572484366117,1665.0,195249.0,,,,0.1489640903751609,0.4326416993004526,,,21.16589066956436
1953-06-30,0.9966563094687726,1854.0,186022.0,,,,0.3001593919706048,0.36655174722562633,,,43.095580817325654
1953-07-31,0.9966563094687726,1854.0,186022.0,,,,0.3001593919706048,0.36655174722562633,,,43.095580817325654
1953-08-31,0.9966563094687726,1854.0,186022.0,,,,0.3001593919706048,0.36655174722562633,,,43.095580817325654
1953-09-30,0.9857563986004353,1789.0,181485.0,,,,0.2831555765814531,0.14532559331901496,,,40.30105967820843
1953-10-31,0.9857563986004353,1789.0,181485.0,,,,0.2831555765814531,0.14532559331901496,,,40.30105967820843
1953-11-30,0.9857563986004353,1789.0,181485.0,,,,0.2831555765814531,0.14532559331901496,,,40.30105967820843
1953-12-31,0.9500873204584451,1866.0,196403.0,,,,0.19409017935575634,0.23631108754939256,,,25.673401234382798
1954-01-31,0.9500873204584451,1866.0,196403.0,,,,0.19409017935575634,0.23631108754939256,,,25.673401234382798
1954-02-28,0.9500873204584451,1866.0,196403.0,,,,0.19409017935575634,0.23631108754939256,,,25.673401234382798
1954-03-31,0.9040413713847922,1888.0,208840.0,,,,0.05128412294818052,0.20024821332334142,,,6.01391815105663
1954-04-30,0.9040413713847922,1888.0,208840.0,,,,0.05128412294818052,0.20024821332334142,,,6.01391815105663
1954-05-31,0.9040413713847922,1888.0,208840.0,,,,0.05128412294818052,0.20024821332334142,,,6.01391815105663
1954-06-30,0.9072035063748237,2045.0,225418.0,,,,-0.08945280309394887,0.21070658887665594,,,-8.975290904607636
1954-07-31,0.9072035063748237,2045.0,225418.0,,,,-0.08945280309394887,0.21070658887665594,,,-8.975290904607636
1954-08-31,0.9072035063748237,2045.0,225418.0,,,,-0.08945280309394887,0.21070658887665594,,,-8.975290904607636
1954-09-30,0.9337601174335868,2290.0,245245.0,,,,-0.05199628116684851,0.23115929541460456,,,-5.274759691204867
1954-10-31,0.9337601174335868,2290.0,245245.0,,,,-0.05199628116684851,0.23115929541460456,,,-5.274759691204867
1954-11-30,0.9337601174335868,2290.0,245245.0,,,,-0.05199628116684851,0.23115929541460456,,,-5.274759691204867
1954-12-31,1.0758706217259832,2672.0,248357.0,,,,0.12578330126753812,0.31987348062329446,,,13.239130610315275
1955-01-31,1.0758706217259832,2672.0,248357.0,,,,0.12578330126753812,0.31987348062329446,,,13.239130610315275
1955-02-28,1.0758706217259832,2672.0,248357.0,,,,0.12578330126753812,0.31987348062329446,,,13.239130610315275
1955-03-31,1.1619811955382424,2971.0,255684.0,1.7409134470615077,,,0.2579398241534502,0.3092239471016307,,,28.53186063358397
1955-04-30,1.1619811955382424,2971.0,255684.0,1.7409134470615077,,,0.2579398241534502,0.3092239471016307,,,28.53186063358397
1955-05-31,1.1619811955382424,2971.0,255684.0,1.7409134470615077,,,0.2579398241534502,0.3092239471016307,,,28.53186063358397
1955-06-30,1.0848803519690955,3033.0,279570.0,1.2844344647476156,95.0,,0.17767684559427177,0.0882240425003229,,,19.585114513530332
1955-07-31,1.0848803519690955,3033.0,279570.0,1.2844344647476156,95.0,,0.17767684559427177,0.0882240425003229,,,19.585114513530332
1955-08-31,1.0848803519690955,3033.0,279570.0,1.2844344647476156,95.0,,0.17767684559427177,0.0882240425003229,,,19.585114513530332
1955-09-30,1.0606676145981448,3133.0,295380.0,1.1104314957814418,85.0,,0.12690749716455807,0.07491121599770956,,,13.59101709262971
1955-10-31,1.0606676145981448,3133.0,295380.0,1.1104314957814418,85.0,,0.12690749716455807,0.07491121599770956,,,13.59101709262971
1955-11-30,1.0606676145981448,3133.0,295380.0,1.1104314957814418,85.0,,0.12690749716455807,0.07491121599770956,,,13.59101709262971
1955-12-31,1.0406029336431482,3108.0,298673.0,0.9737950899308558,80.0,,-0.03526768808283509,0.09051561318470303,,,-3.278060332780197
1956-01-31,1.0406029336431482,3108.0,298673.0,0.9737950899308558,80.0,,-0.03526768808283509,0.09051561318470303,,,-3.278060332780197
1956-02-29,1.0406029336431482,3108.0,298673.0,0.9737950899308558,80.0,,-0.03526768808283509,0.09051561318470303,,,-3.278060332780197
1956-03-31,0.9768998953434123,3099.0,317228.0,0.6595097870543029,65.0,,-0.18508130019483016,0.07285852395862003,-1.627850386765916,,-15.92808049781722
1956-04-30,0.9768998953434123,3099.0,317228.0,0.6595097870543029,65.0,,-0.18508130019483016,0.07285852395862003,-1.627850386765916,,-15.92808049781722
1956-05-31,0.9768998953434123,3099.0,317228.0,0.6595097870543029,65.0,,-0.18508130019483016,0.07285852395862003,-1.627850386765916,,-15.92808049781722
1956-06-30,1.0081608377290057,3102.0,307689.0,0.7794868610612421,75.0,,-0.07671951424008983,0.10095733135418195,-0.9694938717664257,,-7.071702801220548
1956-07-31,1.0081608377290057,3102.0,307689.0,0.7794868610612421,75.0,,-0.07671951424008983,0.10095733135418195,-0.9694938717664257,,-7.071702801220548
1956-08-31,1.0081608377290057,3102.0,307689.0,0.7794868610612421,75.0,,-0.07671951424008983,0.10095733135418195,-0.9694938717664257,,-7.071702801220548
1956-09-30,1.0257616205510034,3097.0,301922.0,0.8339699256115535,75.0,,-0.03490599404714145,0.09200150311741662,-0.7088286903225633,,-3.2909455862255466
1956-10-31,1.0257616205510034,3097.0,301922.0,0.8339699256115535,75.0,,-0.03490599404714145,0.09200150311741662,-0.7088286903225633,,-3.2909455862255466
1956-11-30,1.0257616205510034,3097.0,301922.0,0.8339699256115535,75.0,,-0.03490599404714145,0.09200150311741662,-0.7088286903225633,,-3.2909455862255466
1956-12-31,0.970897786896897,3142.0,323618.0,0.5602605807586964,50.0,,-0.06970514674625117,-0.10497283482908626,-0.8719583609793934,,-6.698534521925059
1957-01-31,0.970897786896897,3142.0,323618.0,0.5602605807586964,50.0,,-0.06970514674625117,-0.10497283482908626,-0.8719583609793934,,-6.698534521925059
1957-02-28,0.970897786896897,3142.0,323618.0,0.5602605807586964,50.0,,-0.06970514674625117,-0.10497283482908626,-0.8719583609793934,,-6.698534521925059
1957-03-31,0.9748574089163078,3015.0,309276.0,0.5657087739468544,50.0,,-0.002042486427104473,-0.18712378662193463,-0.472265122907086,-2.0754567711963654,-0.20907837505566018
1957-04-30,0.9748574089163078,3015.0,309276.0,0.5657087739468544,50.0,,-0.002042486427104473,-0.18712378662193463,-0.472265122907086,-2.0754567711963654,-0.20907837505566018
1957-05-31,0.9748574089163078,3015.0,309276.0,0.5657087739468544,50.0,,-0.002042486427104473,-0.18712378662193463,-0.472265122907086,-2.0754567711963654,-0.20907837505566018
1957-06-30,0.9766486650946984,3210.0,328675.0,0.5614829042983773,50.0,,-0.03151217263430728,-0.1082316868743971,-0.6261116481769199,-1.4732787057865235,-3.1257088606310046
1957-07-31,0.9766486650946984,3210.0,328675.0,0.5614829042983773,50.0,,-0.03151217263430728,-0.1082316868743971,-0.6261116481769199,-1.4732787057865235,-3.1257088606310046
1957-08-31,0.9766486650946984,3210.0,328675.0,0.5614829042983773,50.0,,-0.03151217263430728,-0.1082316868743971,-0.6261116481769199,-1.4732787057865235,-3.1257088606310046
1957-09-30,1.031996544506097,3106.0,300970.0,0.8106611491126252,75.0,,0.006234923955093619,-0.028671070092047835,-0.394568057088855,-0.966484058360041,0.6078336165223686
1957-10-31,1.031996544506097,3106.0,300970.0,0.8106611491126252,75.0,,0.006234923955093619,-0.028671070092047835,-0.394568057088855,-0.966484058360041,0.6078336165223686
1957-11-30,1.031996544506097,3106.0,300970.0,0.8106611491126252,75.0,,0.006234923955093619,-0.028671070092047835,-0.394568057088855,-0.966484058360041,0.6078336165223686
1957-12-31,0.9307341352136043,2805.0,301375.0,0.30413811569754673,20.0,,-0.04016365168329272,-0.10986879842954389,-0.6553159586248143,-1.3454983067815491,-4.136753860739595
1958-01-31,0.9307341352136043,2805.0,301375.0,0.30413811569754673,20.0,,-0.04016365168329272,-0.10986879842954389,-0.6553159586248143,-1.3454983067815491,-4.136753860739595
1958-02-28,0.9307341352136043,2805.0,301375.0,0.30413811569754673,20.0,,-0.04016365168329272,-0.10986879842954389,-0.6553159586248143,-1.3454983067815491,-4.136753860739595
1958-03-31,0.9626447197959974,3054.0,317251.0,0.45585273902117646,30.0,,-0.012212689120310372,-0.014255175547414844,-0.4751766809847917,-0.7757558729554624,-1.2527667132249176
1958-04-30,0.9626447197959974,3054.0,317251.0,0.45585273902117646,30.0,,-0.012212689120310372,-0.014255175547414844,-0.4751766809847917,-0.7757558729554624,-1.2527667132249176
1958-05-31,0.9626447197959974,3054.0,317251.0,0.45585273902117646,30.0,,-0.012212689120310372,-0.014255175547414844,-0.4751766809847917,-0.7757558729554624,-1.2527667132249176
1958-06-30,1.0408828693253074,3486.0,334908.0,0.8321072366860092,80.0,,0.064234204230609,0.032722031596301715,-0.004344228118832651,-0.49438170413468396,6.577002204204185
1958-07-31,1.0408828693253074,3486.0,334908.0,0.8321072366860092,80.0,,0.064234204230609,0.032722031596301715,-0.004344228118832651,-0.49438170413468396,6.577002204204185
1958-08-31,1.0408828693253074,3486.0,334908.0,0.8321072366860092,80.0,,0.064234204230609,0.032722031596301715,-0.004344228118832651,-0.49438170413468396,6.577002204204185
1958-09-30,0.9672959261436628,3554.0,367416.0,0.4477823854890434,30.0,,-0.06470061836243424,-0.05846569440734062,-0.7907353982135209,-0.9851725090735131,-6.269460756130663
1958-10-31,0.9672959261436628,3554.0,367416.0,0.4477823854890434,30.0,,-0.06470061836243424,-0.05846569440734062,-0.7907353982135209,-0.9851725090735131,-6.269460756130663
1958-11-30,0.9672959261436628,3554.0,367416.0,0.4477823854890434,30.0,,-0.06470061836243424,-0.05846569440734062,-0.7907353982135209,-0.9851725090735131,-6.269460756130663
1958-12-31,0.9867792519846827,3770.0,382051.0,0.5386184796202541,55.00000000000001,,0.056045116771078485,0.015881465087785762,-0.02832857062012649,-0.5397135181103501,6.021603232400641
1959-01-31,0.9867792519846827,3770.0,382051.0,0.5386184796202541,55.00000000000001,,0.056045116771078485,0.015881465087785762,-0.02832857062012649,-0.5397135181103501,6.021603232400641
1959-02-28,0.9867792519846827,3770.0,382051.0,0.5386184796202541,55.00000000000001,,0.056045116771078485,0.015881465087785762,-0.02832857062012649,-0.5397135181103501,6.021603232400641
1959-03-31,0.9760528361724564,3804.0,389733.0,0.4743631961577811,40.0,,0.013408116376459,0.001195427256148629,-0.2969429733432232,-0.6110103306434018,1.3928416268985
1959-04-30,0.9760528361724564,3804.0,389733.0,0.4743631961577811,40.0,,0.013408116376459,0.001195427256148629,-0.2969429733432232,-0.6110103306434018,1.3928416268985
1959-05-31,0.9760528361724564,3804.0,389733.0,0.4743631961577811,40.0,,0.013408116376459,0.001195427256148629,-0.2969429733432232,-0.6110103306434018,1.3928416268985
1959-06-30,0.9640668248319493,3901.0,404640.0,0.4045594661948161,20.0,,-0.0768160444933581,-0.012581840262749111,-0.8611650437800616,-0.6757895919806496,-7.379893238434187
1959-07-31,0.9640668248319493,3901.0,404640.0,0.4045594661948161,20.0,,-0.0768160444933581,-0.012581840262749111,-0.8611650437800616,-0.6757895919806496,-7.379893238434187
1959-08-31,0.9640668248319493,3901.0,404640.0,0.4045594661948161,20.0,,-0.0768160444933581,-0.012581840262749111,-0.8611650437800616,-0.6757895919806496,-7.379893238434187
1959-09-30,0.9408733775772322,3747.0,398247.0,0.2764819996122793,10.0,,-0.02642254856643056,-0.0911231669288648,-0.5217561662158281,-1.1053045685572356,-2.7315889431861695
1959-10-31,0.9408733775772322,3747.0,398247.0,0.2764819996122793,10.0,,-0.02642254856643056,-0.0911231669288648,-0.5217561662158281,-1.1053045685572356,-2.7315889431861695
1959-11-30,0.9408733775772322,3747.0,398247.0,0.2764819996122793,10.0,,-0.02642254856643056,-0.0911231669288648,-0.5217561662158281,-1.1053045685572356,-2.7315889431861695
1959-12-31,0.8965828620312724,3773.0,420820.0,0.03589087303712948,0.0,,-0.0901963899534104,-0.03415127318233191,-0.9183326191202966,-0.7445687964029865,-9.140483018061108
1960-01-31,0.8965828620312724,3773.0,420820.0,0.03589087303712948,0.0,,-0.0901963899534104,-0.03415127318233191,-0.9183326191202966,-0.7445687964029865,-9.140483018061108
1960-02-29,0.8965828620312724,3773.0,420820.0,0.03589087303712948,0.0,,-0.0901963899534104,-0.03415127318233191,-0.9183326191202966,-0.7445687964029865,-9.140483018061108
1960-03-31,0.8697160352008768,3460.0,397831.0,-0.11034138341020422,0.0,,-0.1063368009715796,-0.0929286845951206,-0.9964809978020776,-1.0622115207501395,-10.894574251592182
1960-04-30,0.8697160352008768,3460.0,397831.0,-0.11034138341020422,0.0,,-0.1063368009715796,-0.0929286845951206,-0.9964809978020776,-1.0622115207501395,-10.894574251592182
1960-05-31,0.8697160352008768,3460.0,397831.0,-0.11034138341020422,0.0,,-0.1063368009715796,-0.0929286845951206,-0.9964809978020776,-1.0622115207501395,-10.894574251592182
1960-06-30,0.8621897702548218,3507.0,406755.0,-0.1584928366123005,0.0,30.0,-0.10187705457712748,-0.17869309907048558,-0.9419899580598273,-1.4980394613330186,-10.567426650625189
1960-07-31,0.8621897702548218,3507.0,406755.0,-0.1584928366123005,0.0,30.0,-0.10187705457712748,-0.17869309907048558,-0.9419899580598273,-1.4980394613330186,-10.567426650625189
1960-08-31,0.8621897702548218,3507.0,406755.0,-0.1584928366123005,0.0,30.0,-0.10187705457712748,-0.17869309907048558,-0.9419899580598273,-1.4980394613330186,-10.567426650625189
1960-09-30,0.9429371769749734,3585.0,380195.0,0.240991753107093,25.0,47.5,0.0020637993977411506,-0.02435874916868941,-0.24919204639322434,-0.5770840402237565,0.21934932446014965
1960-10-31,0.9429371769749734,3585.0,380195.0,0.240991753107093,25.0,47.5,0.0020637993977411506,-0.02435874916868941,-0.24919204639322434,-0.5770840402237565,0.21934932446014965
1960-11-30,0.9429371769749734,3585.0,380195.0,0.240991753107093,25.0,47.5,0.0020637993977411506,-0.02435874916868941,-0.24919204639322434,-0.5770840402237565,0.21934932446014965
1960-12-31,0.8584710792409507,3649.0,425058.0,-0.3925133857794842,0.0,25.0,-0.03811178279032168,-0.12830817274373207,-0.510746278597305,-1.1551403461267375,-4.250781986170993
1961-01-31,0.8584710792409507,3649.0,425058.0,-0.3925133857794842,0.0,25.0,-0.03811178279032168,-0.12830817274373207,-0.510746278597305,-1.1551403461267375,-4.250781986170993
1961-02-28,0.8584710792409507,3649.0,425058.0,-0.3925133857794842,0.0,25.0,-0.03811178279032168,-0.12830817274373207,-0.510746278597305,-1.1551403461267375,-4.250781986170993
1961-03-31,0.8539060575951355,4022.0,471012.0,-0.6016641132608954,0.0,22.5,-0.01580997760574132,-0.12214677857732092,-0.3544644210933231,-1.0842444112587375,-1.8178321389796803
1961-04-30,0.8539060575951355,4022.0,471012.0,-0.6016641132608954,0.0,22.5,-0.01580997760574132,-0.12214677857732092,-0.3544644210933231,-1.0842444112587375,-1.8178321389796803
1961-05-31,0.8539060575951355,4022.0,471012.0,-0.6016641132608954,0.0,22.5,-0.01580997760574132,-0.12214677857732092,-0.3544644210933231,-1.0842444112587375,-1.8178321389796803
1961-06-30,0.9494233979274523,4482.0,472076.0,0.14750739184472628,40.0,47.5,0.08723362767263054,-0.014643426904496937,0.31475595602209366,-0.44266822413036594,10.117682983741316
1961-07-31,0.9494233979274523,4482.0,472076.0,0.14750739184472628,40.0,47.5,0.08723362767263054,-0.014643426904496937,0.31475595602209366,-0.44266822413036594,10.117682983741316
1961-08-31,0.9494233979274523,4482.0,472076.0,0.14750739184472628,40.0,47.5,0.08723362767263054,-0.014643426904496937,0.31475595602209366,-0.44266822413036594,10.117682983741316
1961-09-30,0.917154569767562,4441.0,484215.0,-0.1683487608353632,25.0,35.0,-0.025782607207411323,-0.023718807809670173,-0.4507644508106634,-0.4887994547428583,-2.734286847202716
1961-10-31,0.917154569767562,4441.0,484215.0,-0.1683487608353632,25.0,35.0,-0.025782607207411323,-0.023718807809670173,-0.4507644508106634,-0.4887994547428583,-2.734286847202716
1961-11-30,0.917154569767562,4441.0,484215.0,-0.1683487608353632,25.0,35.0,-0.025782607207411323,-0.023718807809670173,-0.4507644508106634,-0.4887994547428583,-2.734286847202716
1961-12-31,0.9063623837541788,4723.0,521094.0,-0.3316910590729216,25.0,30.0,0.047891304513228095,0.009779521722906415,0.1857573404317835,-0.2828881636686723,5.578674188485522
1962-01-31,0.9063623837541788,4723.0,521094.0,-0.3316910590729216,25.0,30.0,0.047891304513228095,0.009779521722906415,0.1857573404317835,-0.2828881636686723,5.578674188485522
1962-02-28,0.9063623837541788,4723.0,521094.0,-0.3316910590729216,25.0,30.0,0.047891304513228095,0.009779521722906415,0.1857573404317835,-0.2828881636686723,5.578674188485522
1962-03-31,0.8578705064159075,4379.0,510450.0,-0.9035458120546652,5.0,15.0,0.00396444882077196,-0.011845528784969361,-0.12955627502272643,-0.408913235256033,0.4642722446468017
1962-04-30,0.8578705064159075,4379.0,510450.0,-0.9035458120546652,5.0,15.0,0.00396444882077196,-0.011845528784969361,-0.12955627502272643,-0.408913235256033,0.4642722446468017
1962-05-31,0.8578705064159075,4379.0,510450.0,-0.9035458120546652,5.0,15.0,0.00396444882077196,-0.011845528784969361,-0.12955627502272643,-0.408913235256033,0.4642722446468017
1962-06-30,1.0253243059008041,4001.0,390218.0,0.8384796618554905,90.0,80.0,0.0759009079733518,0.16313453564598235,0.5060293929455495,0.6334677959943915,7.9944214708674854
1962-07-31,1.0253243059008041,4001.0,390218.0,0.8384796618554905,90.0,80.0,0.0759009079733518,0.16313453564598235,0.5060293929455495,0.6334677959943915,7.9944214708674854
1962-08-31,1.0253243059008041,4001.0,390218.0,0.8384796618554905,90.0,80.0,0.0759009079733518,0.16313453564598235,0.5060293929455495,0.6334677959943915,7.9944214708674854
1962-09-30,1.043198852360101,4305.0,412673.0,1.0520138334026963,100.0,90.0,0.12604428259253897,0.10026167538512765,0.9055516110220824,0.2799215876738782,13.742970568688651
1962-10-31,1.043198852360101,4305.0,412673.0,1.0520138334026963,100.0,90.0,0.12604428259253897,0.10026167538512765,0.9055516110220824,0.2799215876738782,13.742970568688651
1962-11-30,1.043198852360101,4305.0,412673.0,1.0520138334026963,100.0,90.0,0.12604428259253897,0.10026167538512765,0.9055516110220824,0.2799215876738782,13.742970568688651
1962-12-31,0.9058736897680336,4564.0,503823.0,-0.8171252070194964,30.0,22.5,-0.00048869398614515,0.047402610527082945,-0.22327340890975714,-0.016610692554451977,-0.053918167270028405
1963-01-31,0.9058736897680336,4564.0,503823.0,-0.8171252070194964,30.0,22.5,-0.00048869398614515,0.047402610527082945,-0.22327340890975714,-0.016610692554451977,-0.053918167270028405
1963-02-28,0.9058736897680336,4564.0,503823.0,-0.8171252070194964,30.0,22.5,-0.00048869398614515,0.047402610527082945,-0.22327340890975714,-0.016610692554451977,-0.053918167270028405
1963-03-31,0.8717602237111273,4645.0,532830.0,-1.3124729319986137,25.0,15.0,0.013889717295219817,0.017854166115991776,-0.0646463309949704,-0.1585881118271444,1.619092531021904
1963-04-30,0.8717602237111273,4645.0,532830.0,-1.3124729319986137,25.0,15.0,0.013889717295219817,0.017854166115991776,-0.0646463309949704,-0.1585881118271444,1.619092531021904
1963-05-31,0.8717602237111273,4645.0,532830.0,-1.3124729319986137,25.0,15.0,0.013889717295219817,0.017854166115991776,-0.0646463309949704,-0.1585881118271444,1.619092531021904
1963-06-30,0.9701391075364227,5423.0,558992.0,0.08306791921662951,75.0,52.5,-0.055185198364381405,0.0207157096089704,-0.6718409965770443,-0.08069581303301915,-5.382218879118261
1963-07-31,0.9701391075364227,5423.0,558992.0,0.08306791921662951,75.0,52.5,-0.055185198364381405,0.0207157096089704,-0.6718409965770443,-0.08069581303301915,-5.382218879118261
1963-08-31,0.9701391075364227,5423.0,558992.0,0.08306791921662951,75.0,52.5,-0.055185198364381405,0.0207157096089704,-0.6718409965770443,-0.08069581303301915,-5.382218879118261
1963-09-30,1.012069960430864,5893.0,582272.0,0.6629595932401827,90.0,75.0,-0.031128891929236957,0.09491539066330201,-0.3921824022406088,0.5222672288649962,-2.9839844875990673
