signal,factor,window,direction,ic_full,ic_pvalue,ic_high_rate,ic_low_rate,auc_10,auc_15,auc_20,n_samples
V4_dz,V4,4Q,-1,-0.26296968312778085,3.2254936923513017e-06,-0.5207898995375276,0.17712443360055766,0.7318734197863144,0.7519270617488604,0.822054698457223,305
V8_dz,V8,8Q,1,-0.3225705899270839,8.158211361985167e-09,-0.4181982470407518,-0.23796793307772743,0.5946465163934426,0.5887538514207463,0.6829560426398371,305
V1_dz,V1,4Q,1,0.05174000575208513,0.36785775344820437,0.050497383704214825,0.19818055071453466,0.4054978517498853,0.4318076550591604,0.5441585329784087,305
V2_dz,V2,4Q,1,-0.15636226515085885,0.026268394763134164,-0.21737029389799237,-0.07502782931354358,0.4331856773717239,0.48636363636363644,0.6617572371762317,202
V5_dz,V5,4Q,1,-0.18534444839195385,0.0011466434966224503,0.003763851581688394,-0.20414430115022655,0.6002033295209048,0.565141519472228,0.6380390051887637,305
V7_dz,V7,12M,1,0.0874968278942293,0.12732956647145688,0.12601756245020004,-0.2702126176368072,0.47227447818686735,0.43678669379810675,0.29218865143699335,305
