as_of_date,V9_Level,zscore_10y,pctl_5y,pctl_10y,delta_4q,delta_zscore,pctl_ushape,slope_4q
2017-02-28,3.233333333333334,-0.09242520300822306,85.0,67.5,-0.26666666666666616,-0.0317422196482619,17.5,-0.533333333333334
2017-03-31,3.233333333333334,-0.09242520300822306,85.0,67.5,-0.26666666666666616,-0.0317422196482619,17.5,-0.533333333333334
2017-04-30,3.233333333333334,-0.09242520300822306,85.0,67.5,-0.26666666666666616,-0.0317422196482619,17.5,-0.533333333333334
2017-05-31,-4.5,-0.42975575722099035,60.0,45.0,-8.4,-0.33512615837872156,5.0,-2.0266666666666673
2017-06-30,-4.5,-0.42975575722099035,60.0,45.0,-8.4,-0.33512615837872156,5.0,-2.0266666666666673
2017-07-31,-4.5,-0.42975575722099035,60.0,45.0,-8.4,-0.33512615837872156,5.0,-2.0266666666666673
2017-08-31,-0.7333333333333333,-0.25993933719553686,70.0,55.00000000000001,-4.066666666666666,-0.15553276384453962,5.000000000000007,-0.9933333333333337
2017-09-30,-0.7333333333333333,-0.25993933719553686,70.0,55.00000000000001,-4.066666666666666,-0.15553276384453962,5.000000000000007,-0.9933333333333337
2017-10-31,-0.7333333333333333,-0.25993933719553686,70.0,55.00000000000001,-4.066666666666666,-0.15553276384453962,5.000000000000007,-0.9933333333333337
2017-11-30,-2.733333333333334,-0.3323091597129052,65.0,52.5,-2.733333333333334,-0.08968281486958686,2.5,-1.413333333333334
2017-12-31,-2.733333333333334,-0.3323091597129052,65.0,52.5,-2.733333333333334,-0.08968281486958686,2.5,-1.413333333333334
2018-01-31,-2.733333333333334,-0.3323091597129052,65.0,52.5,-2.733333333333334,-0.08968281486958686,2.5,-1.413333333333334
2018-02-28,-2.6999999999999997,-0.304107559833525,65.0,55.00000000000001,-5.933333333333334,-0.18832951063153405,5.000000000000007,0.34000000000000064
2018-03-31,-2.6999999999999997,-0.304107559833525,65.0,55.00000000000001,-5.933333333333334,-0.18832951063153405,5.000000000000007,0.34000000000000064
2018-04-30,-2.6999999999999997,-0.304107559833525,65.0,55.00000000000001,-5.933333333333334,-0.18832951063153405,5.000000000000007,0.34000000000000064
2018-05-31,-1.6333333333333335,-0.21418783380685924,65.0,57.49999999999999,2.8666666666666663,0.21560547749391007,7.499999999999993,-0.26666666666666655
2018-06-30,-1.6333333333333335,-0.21418783380685924,65.0,57.49999999999999,2.8666666666666663,0.21560547749391007,7.499999999999993,-0.26666666666666655
2018-07-31,-1.6333333333333335,-0.21418783380685924,65.0,57.49999999999999,2.8666666666666663,0.21560547749391007,7.499999999999993,-0.26666666666666655
2018-08-31,-3.8333333333333335,-0.2665175742346831,45.0,50.0,-3.1,0.03587207682857854,0.0,-0.223333333333333
2018-09-30,-3.8333333333333335,-0.2665175742346831,45.0,50.0,-3.1,0.03587207682857854,0.0,-0.223333333333333
2018-10-31,-3.8333333333333335,-0.2665175742346831,45.0,50.0,-3.1,0.03587207682857854,0.0,-0.223333333333333
2018-11-30,-7.066666666666667,-0.4098956635711047,20.0,32.5,-4.333333333333334,0.06267977689910284,17.5,-1.5300000000000002
2018-12-31,-7.066666666666667,-0.4098956635711047,20.0,32.5,-4.333333333333334,0.06267977689910284,17.5,-1.5300000000000002
2019-01-31,-7.066666666666667,-0.4098956635711047,20.0,32.5,-4.333333333333334,0.06267977689910284,17.5,-1.5300000000000002
2019-02-28,4.5,0.5674725916267128,100.0,90.0,7.199999999999999,0.7596027839131655,40.0,1.5166666666666673
2019-03-31,4.5,0.5674725916267128,100.0,90.0,7.199999999999999,0.7596027839131655,40.0,1.5166666666666673
2019-04-30,4.5,0.5674725916267128,100.0,90.0,7.199999999999999,0.7596027839131655,40.0,1.5166666666666673
2019-05-31,3.6666666666666665,0.7925935184109376,90.0,87.5,5.3,0.6434844419849349,37.5,3.4066666666666685
2019-06-30,3.6666666666666665,0.7925935184109376,90.0,87.5,5.3,0.6434844419849349,37.5,3.4066666666666685
2019-07-31,3.6666666666666665,0.7925935184109376,90.0,87.5,5.3,0.6434844419849349,37.5,3.4066666666666685
2019-08-31,-0.033333333333333215,0.6347006970102839,60.0,70.0,3.8000000000000003,0.5230958076625264,20.0,2.0266666666666677
2019-09-30,-0.033333333333333215,0.6347006970102839,60.0,70.0,3.8000000000000003,0.5230958076625264,20.0,2.0266666666666677
2019-10-31,-0.033333333333333215,0.6347006970102839,60.0,70.0,3.8000000000000003,0.5230958076625264,20.0,2.0266666666666677
2019-11-30,7.133333333333333,1.964822905679501,100.0,97.5,14.2,1.1334319021540191,47.5,0.41999999999999976
2019-12-31,7.133333333333333,1.964822905679501,100.0,97.5,14.2,1.1334319021540191,47.5,0.41999999999999976
2020-01-31,7.133333333333333,1.964822905679501,100.0,97.5,14.2,1.1334319021540191,47.5,0.41999999999999976
2020-02-29,4.066666666666666,1.3942775237613871,90.0,95.0,-0.43333333333333357,0.12928494068792845,45.0,0.8366666666666666
2020-03-31,4.066666666666666,1.3942775237613871,90.0,95.0,-0.43333333333333357,0.12928494068792845,45.0,0.8366666666666666
2020-04-30,4.066666666666666,1.3942775237613871,90.0,95.0,-0.43333333333333357,0.12928494068792845,45.0,0.8366666666666666
2020-05-31,39.9,4.728536772873532,100.0,100.0,36.233333333333334,3.1101557179784964,50.0,11.673333333333334
2020-06-30,39.9,4.728536772873532,100.0,100.0,36.233333333333334,3.1101557179784964,50.0,11.673333333333334
2020-07-31,39.9,4.728536772873532,100.0,100.0,36.233333333333334,3.1101557179784964,50.0,11.673333333333334
2020-08-31,70.96666666666667,4.874209772881742,100.0,100.0,71.0,4.694185296625158,50.0,22.733333333333334
2020-09-30,70.96666666666667,4.874209772881742,100.0,100.0,71.0,4.694185296625158,50.0,22.733333333333334
2020-10-31,70.96666666666667,4.874209772881742,100.0,100.0,71.0,4.694185296625158,50.0,22.733333333333334
2020-11-30,31.900000000000002,2.0504702233280936,90.0,95.0,24.76666666666667,1.4537688512634857,45.0,11.45666666666667
2020-12-31,31.900000000000002,2.0504702233280936,90.0,95.0,24.76666666666667,1.4537688512634857,45.0,11.45666666666667
2021-01-31,31.900000000000002,2.0504702233280936,90.0,95.0,24.76666666666667,1.4537688512634857,45.0,11.45666666666667
2021-02-28,1.3666666666666665,0.08385305923143792,45.0,72.5,-2.7,-0.48942996369924685,22.5,-15.466666666666672
2021-03-31,1.3666666666666665,0.08385305923143792,45.0,72.5,-2.7,-0.48942996369924685,22.5,-15.466666666666672
2021-04-30,1.3666666666666665,0.08385305923143792,45.0,72.5,-2.7,-0.48942996369924685,22.5,-15.466666666666672
2021-05-31,-18.366666666666667,-1.1757618280701276,0.0,0.0,-58.266666666666666,-3.6294301618098213,50.0,-29.853333333333346
2021-06-30,-18.366666666666667,-1.1757618280701276,0.0,0.0,-58.266666666666666,-3.6294301618098213,50.0,-29.853333333333346
2021-07-31,-18.366666666666667,-1.1757618280701276,0.0,0.0,-58.266666666666666,-3.6294301618098213,50.0,-29.853333333333346
2021-08-31,-31.799999999999997,-1.9222858928300346,0.0,0.0,-102.76666666666667,-4.346655843614785,50.0,-21.083333333333343
2021-09-30,-31.799999999999997,-1.9222858928300346,0.0,0.0,-102.76666666666667,-4.346655843614785,50.0,-21.083333333333343
2021-10-31,-31.799999999999997,-1.9222858928300346,0.0,0.0,-102.76666666666667,-4.346655843614785,50.0,-21.083333333333343
2021-11-30,-20.133333333333333,-1.1671229672522916,5.0,2.5,-52.03333333333333,-2.0377387150990636,47.5,-7.793333333333334
2021-12-31,-20.133333333333333,-1.1671229672522916,5.0,2.5,-52.03333333333333,-2.0377387150990636,47.5,-7.793333333333334
2022-01-31,-20.133333333333333,-1.1671229672522916,5.0,2.5,-52.03333333333333,-2.0377387150990636,47.5,-7.793333333333334
2022-02-28,-13.633333333333333,-0.7509821813516921,15.0,10.0,-15.0,-0.5472924859639691,40.0,2.5866666666666682
2022-03-31,-13.633333333333333,-0.7509821813516921,15.0,10.0,-15.0,-0.5472924859639691,40.0,2.5866666666666682
2022-04-30,-13.633333333333333,-0.7509821813516921,15.0,10.0,-15.0,-0.5472924859639691,40.0,2.5866666666666682
2022-05-31,-3.966666666666667,-0.17653956584173994,30.0,47.5,14.4,0.6088094732149474,2.5,9.0
2022-06-30,-3.966666666666667,-0.17653956584173994,30.0,47.5,14.4,0.6088094732149474,2.5,9.0
2022-07-31,-3.966666666666667,-0.17653956584173994,30.0,47.5,14.4,0.6088094732149474,2.5,9.0
2022-08-31,15.466666666666667,0.9438134445763017,85.0,92.5,47.266666666666666,1.7839902581313756,42.5,11.646666666666672
2022-09-30,15.466666666666667,0.9438134445763017,85.0,92.5,47.266666666666666,1.7839902581313756,42.5,11.646666666666672
2022-10-31,15.466666666666667,0.9438134445763017,85.0,92.5,47.266666666666666,1.7839902581313756,42.5,11.646666666666672
2022-11-30,29.900000000000002,1.6828978915022381,85.0,92.5,50.03333333333333,1.7626827441035924,42.5,15.00333333333334
2022-12-31,29.900000000000002,1.6828978915022381,85.0,92.5,50.03333333333333,1.7626827441035924,42.5,15.00333333333334
2023-01-31,29.900000000000002,1.6828978915022381,85.0,92.5,50.03333333333333,1.7626827441035924,42.5,15.00333333333334
2023-02-28,38.96666666666666,2.0236011423993188,90.0,95.0,52.599999999999994,1.732396597177448,45.0,14.323333333333334
2023-03-31,38.96666666666666,2.0236011423993188,90.0,95.0,52.599999999999994,1.732396597177448,45.0,14.323333333333334
2023-04-30,38.96666666666666,2.0236011423993188,90.0,95.0,52.599999999999994,1.732396597177448,45.0,14.323333333333334
2023-05-31,41.03333333333334,1.9747249869005428,95.0,97.5,45.00000000000001,1.3877085314409734,47.5,8.576666666666664
2023-06-30,41.03333333333334,1.9747249869005428,95.0,97.5,45.00000000000001,1.3877085314409734,47.5,8.576666666666664
2023-07-31,41.03333333333334,1.9747249869005428,95.0,97.5,45.00000000000001,1.3877085314409734,47.5,8.576666666666664
2023-08-31,45.46666666666666,2.02754407918993,95.0,97.5,29.999999999999993,0.8437439822271912,47.5,4.876666666666661
2023-09-30,45.46666666666666,2.02754407918993,95.0,97.5,29.999999999999993,0.8437439822271912,47.5,4.876666666666661
2023-10-31,45.46666666666666,2.02754407918993,95.0,97.5,29.999999999999993,0.8437439822271912,47.5,4.876666666666661
2023-11-30,31.066666666666663,1.2469370142748308,70.0,85.0,1.1666666666666607,-0.12577306694185278,35.0,-1.9266666666666707
2023-12-31,31.066666666666663,1.2469370142748308,70.0,85.0,1.1666666666666607,-0.12577306694185278,35.0,-1.9266666666666707
2024-01-31,31.066666666666663,1.2469370142748308,70.0,85.0,1.1666666666666607,-0.12577306694185278,35.0,-1.9266666666666707
2024-02-29,18.666666666666668,0.6111929368410691,60.0,80.0,-20.299999999999994,-0.8262930127654612,30.0,-8.15000000000001
2024-03-31,18.666666666666668,0.6111929368410691,60.0,80.0,-20.299999999999994,-0.8262930127654612,30.0,-8.15000000000001
2024-04-30,18.666666666666668,0.6111929368410691,60.0,80.0,-20.299999999999994,-0.8262930127654612,30.0,-8.15000000000001
2024-05-31,18.833333333333332,0.5868712671457321,60.0,80.0,-22.200000000000006,-0.8567200531055562,30.0,-9.230000000000004
2024-06-30,18.833333333333332,0.5868712671457321,60.0,80.0,-22.200000000000006,-0.8567200531055562,30.0,-9.230000000000004
2024-07-31,18.833333333333332,0.5868712671457321,60.0,80.0,-22.200000000000006,-0.8567200531055562,30.0,-9.230000000000004
2024-08-31,12.033333333333331,0.22898359011319924,45.0,72.5,-33.43333333333333,-1.1785512012152892,22.5,-5.693333333333336
2024-09-30,12.033333333333331,0.22898359011319924,45.0,72.5,-33.43333333333333,-1.1785512012152892,22.5,-5.693333333333336
2024-10-31,12.033333333333331,0.22898359011319924,45.0,72.5,-33.43333333333333,-1.1785512012152892,22.5,-5.693333333333336
2024-11-30,10.566666666666666,0.13350523772198308,40.0,70.0,-20.499999999999996,-0.739053479745192,20.0,-3.110000000000003
2024-12-31,10.566666666666666,0.13350523772198308,40.0,70.0,-20.499999999999996,-0.739053479745192,20.0,-3.110000000000003
2025-01-31,10.566666666666666,0.13350523772198308,40.0,70.0,-20.499999999999996,-0.739053479745192,20.0,-3.110000000000003
2025-02-28,8.9,0.03431008220170596,35.0,67.5,-9.766666666666667,-0.3814147838419839,17.5,-3.1266666666666696
2025-03-31,8.9,0.03431008220170596,35.0,67.5,-9.766666666666667,-0.3814147838419839,17.5,-3.1266666666666696
2025-04-30,8.9,0.03431008220170596,35.0,67.5,-9.766666666666667,-0.3814147838419839,17.5,-3.1266666666666696
2025-05-31,13.333333333333334,0.23640771896391377,45.0,72.5,-5.499999999999998,-0.23457869270794235,22.5,0.2233333333333324
2025-06-30,13.333333333333334,0.23640771896391377,45.0,72.5,-5.499999999999998,-0.23457869270794235,22.5,0.2233333333333324
2025-07-31,13.333333333333334,0.23640771896391377,45.0,72.5,-5.499999999999998,-0.23457869270794235,22.5,0.2233333333333324
2025-08-31,9.366666666666665,0.017307946894100344,35.0,65.0,-2.666666666666666,-0.13829249065290578,15.0,0.08333333333333226
2025-09-30,9.366666666666665,0.017307946894100344,35.0,65.0,-2.666666666666666,-0.13829249065290578,15.0,0.08333333333333226
2025-10-31,9.366666666666665,0.017307946894100344,35.0,65.0,-2.666666666666666,-0.13829249065290578,15.0,0.08333333333333226
2025-11-30,6.333333333333333,-0.14294323692010943,30.0,57.49999999999999,-4.233333333333333,-0.17715433880132228,7.499999999999993,-1.1666666666666679
