as_of_date,V5_TDSP,zscore_level,pctl_5y,pctl_10y,delta_4q,delta_8q,delta_4q_zscore,delta_8q_zscore,yoy_pct
2016-01-31,11.738949,-1.1083062752391473,30.0,15.0,0.10697000000000045,-0.24633400000000094,0.7923843019879413,0.09589475630948201,0.9196199546096295
2016-02-29,11.738949,-1.1083062752391473,30.0,15.0,0.10697000000000045,-0.24633400000000094,0.7923843019879413,0.09589475630948201,0.9196199546096295
2016-03-31,11.738949,-1.1083062752391473,30.0,15.0,0.10697000000000045,-0.24633400000000094,0.7923843019879413,0.09589475630948201,0.9196199546096295
2016-04-30,11.763221,-1.040210772557108,40.0,20.0,0.20661400000000008,-0.12053099999999972,0.9694497287900737,0.24400087585882552,1.7878430927001254
2016-05-31,11.763221,-1.040210772557108,40.0,20.0,0.20661400000000008,-0.12053099999999972,0.9694497287900737,0.24400087585882552,1.7878430927001254
2016-06-30,11.763221,-1.040210772557108,40.0,20.0,0.20661400000000008,-0.12053099999999972,0.9694497287900737,0.24400087585882552,1.7878430927001254
2016-07-31,11.766084,-0.98783461706622,45.0,22.5,0.28097700000000003,0.14495399999999847,1.096254075664636,0.5227897811110364,2.446446515474343
2016-08-31,11.766084,-0.98783461706622,45.0,22.5,0.28097700000000003,0.14495399999999847,1.096254075664636,0.5227897811110364,2.446446515474343
2016-09-30,11.766084,-0.98783461706622,45.0,22.5,0.28097700000000003,0.14495399999999847,1.096254075664636,0.5227897811110364,2.446446515474343
2016-10-31,11.769825,-0.937815425236196,50.0,25.0,0.1633690000000012,0.12289000000000172,0.891648010551753,0.6294064193928117,1.4075700627306231
2016-11-30,11.769825,-0.937815425236196,50.0,25.0,0.1633690000000012,0.12289000000000172,0.891648010551753,0.6294064193928117,1.4075700627306231
2016-12-31,11.769825,-0.937815425236196,50.0,25.0,0.1633690000000012,0.12289000000000172,0.891648010551753,0.6294064193928117,1.4075700627306231
2017-01-31,11.865788,-0.8372644043693452,65.0,32.5,0.12683900000000037,0.23380900000000082,0.8583408998677861,0.9275424102551146,1.080497070052866
2017-02-28,11.865788,-0.8372644043693452,65.0,32.5,0.12683900000000037,0.23380900000000082,0.8583408998677861,0.9275424102551146,1.080497070052866
2017-03-31,11.865788,-0.8372644043693452,65.0,32.5,0.12683900000000037,0.23380900000000082,0.8583408998677861,0.9275424102551146,1.080497070052866
2017-04-30,11.723732,-0.8788020706177911,30.0,15.0,-0.03948899999999966,0.1671250000000004,0.5991466926425648,0.8890482813758835,-0.33569887023290335
2017-05-31,11.723732,-0.8788020706177911,30.0,15.0,-0.03948899999999966,0.1671250000000004,0.5991466926425648,0.8890482813758835,-0.33569887023290335
2017-06-30,11.723732,-0.8788020706177911,30.0,15.0,-0.03948899999999966,0.1671250000000004,0.5991466926425648,0.8890482813758835,-0.33569887023290335
2017-07-31,11.756954,-0.8171183052296771,45.0,22.5,-0.009129999999998972,0.27184700000000106,0.7099959516932168,1.0298089043776912,-0.07759591041504033
2017-08-31,11.756954,-0.8171183052296771,45.0,22.5,-0.009129999999998972,0.27184700000000106,0.7099959516932168,1.0298089043776912,-0.07759591041504033
2017-09-30,11.756954,-0.8171183052296771,45.0,22.5,-0.009129999999998972,0.27184700000000106,0.7099959516932168,1.0298089043776912,-0.07759591041504033
2017-10-31,11.818405,-0.7397884703415661,70.0,35.0,0.0485799999999994,0.2119490000000006,0.8512992586492444,0.9874358914127341,0.4127504019813433
2017-11-30,11.818405,-0.7397884703415661,70.0,35.0,0.0485799999999994,0.2119490000000006,0.8512992586492444,0.9874358914127341,0.4127504019813433
2017-12-31,11.818405,-0.7397884703415661,70.0,35.0,0.0485799999999994,0.2119490000000006,0.8512992586492444,0.9874358914127341,0.4127504019813433
2018-01-31,11.816674,-0.7042787955743267,70.0,35.0,-0.049113999999999436,0.07772500000000093,0.690955541322344,0.8868548285619515,-0.4139126706123486
2018-02-28,11.816674,-0.7042787955743267,70.0,35.0,-0.049113999999999436,0.07772500000000093,0.690955541322344,0.8868548285619515,-0.4139126706123486
2018-03-31,11.816674,-0.7042787955743267,70.0,35.0,-0.049113999999999436,0.07772500000000093,0.690955541322344,0.8868548285619515,-0.4139126706123486
2018-04-30,11.644543,-0.7852201374160861,25.0,12.5,-0.07918899999999951,-0.11867799999999917,0.6576366917659621,0.7187518397538065,-0.6754589750089801
2018-05-31,11.644543,-0.7852201374160861,25.0,12.5,-0.07918899999999951,-0.11867799999999917,0.6576366917659621,0.7187518397538065,-0.6754589750089801
2018-06-30,11.644543,-0.7852201374160861,25.0,12.5,-0.07918899999999951,-0.11867799999999917,0.6576366917659621,0.7187518397538065,-0.6754589750089801
2018-07-31,11.598347,-0.7803293653967613,10.0,5.0,-0.15860699999999994,-0.16773699999999891,0.48508130003127825,0.6844078800889244,-1.3490484014822224
2018-08-31,11.598347,-0.7803293653967613,10.0,5.0,-0.15860699999999994,-0.16773699999999891,0.48508130003127825,0.6844078800889244,-1.3490484014822224
2018-09-30,11.598347,-0.7803293653967613,10.0,5.0,-0.15860699999999994,-0.16773699999999891,0.48508130003127825,0.6844078800889244,-1.3490484014822224
2018-10-31,11.619544,-0.7321470664908132,20.0,10.0,-0.19886100000000084,-0.15028100000000144,0.4043517706901617,0.7199822475777963,-1.6826382240243132
2018-11-30,11.619544,-0.7321470664908132,20.0,10.0,-0.19886100000000084,-0.15028100000000144,0.4043517706901617,0.7199822475777963,-1.6826382240243132
2018-12-31,11.619544,-0.7321470664908132,20.0,10.0,-0.19886100000000084,-0.15028100000000144,0.4043517706901617,0.7199822475777963,-1.6826382240243132
2019-01-31,11.666352,-0.6683784784289208,45.0,22.5,-0.15032200000000095,-0.1994360000000004,0.5058713249503449,0.6827796848012168,-1.2721176872612427
2019-02-28,11.666352,-0.6683784784289208,45.0,22.5,-0.15032200000000095,-0.1994360000000004,0.5058713249503449,0.6827796848012168,-1.2721176872612427
2019-03-31,11.666352,-0.6683784784289208,45.0,22.5,-0.15032200000000095,-0.1994360000000004,0.5058713249503449,0.6827796848012168,-1.2721176872612427
2019-04-30,11.499875,-0.7903000125004476,5.0,2.5,-0.14466800000000113,-0.22385700000000064,0.5153360474383968,0.6678278027860329,-1.2423673475206454
2019-05-31,11.499875,-0.7903000125004476,5.0,2.5,-0.14466800000000113,-0.22385700000000064,0.5153360474383968,0.6678278027860329,-1.2423673475206454
2019-06-30,11.499875,-0.7903000125004476,5.0,2.5,-0.14466800000000113,-0.22385700000000064,0.5153360474383968,0.6678278027860329,-1.2423673475206454
2019-07-31,11.626957,-0.6506192087125853,35.0,17.5,0.02861000000000047,-0.12999699999999947,0.8628791290748696,0.7669153877292944,0.24667308194865623
2019-08-31,11.626957,-0.6506192087125853,35.0,17.5,0.02861000000000047,-0.12999699999999947,0.8628791290748696,0.7669153877292944,0.24667308194865623
2019-09-30,11.626957,-0.6506192087125853,35.0,17.5,0.02861000000000047,-0.12999699999999947,0.8628791290748696,0.7669153877292944,0.24667308194865623
2019-10-31,11.646529,-0.6096611817851296,45.0,25.0,0.026984999999999815,-0.17187600000000103,0.8272439395260328,0.700550918926205,0.2322380293064752
2019-11-30,11.646529,-0.6096611817851296,45.0,25.0,0.026984999999999815,-0.17187600000000103,0.8272439395260328,0.700550918926205,0.2322380293064752
2019-12-31,11.646529,-0.6096611817851296,45.0,25.0,0.026984999999999815,-0.17187600000000103,0.8272439395260328,0.700550918926205,0.2322380293064752
2020-01-31,11.727526,-0.4923119381680987,60.0,35.0,0.061173999999999396,-0.08914800000000156,0.852684790808791,0.7659828271086888,0.5243627142400564
2020-02-29,11.727526,-0.4923119381680987,60.0,35.0,0.061173999999999396,-0.08914800000000156,0.852684790808791,0.7659828271086888,0.5243627142400564
2020-03-31,11.727526,-0.4923119381680987,60.0,35.0,0.061173999999999396,-0.08914800000000156,0.852684790808791,0.7659828271086888,0.5243627142400564
