as_of_date,V2_Ratio,zscore_level,pctl_5y,pctl_10y,delta_12m,delta_24m,delta_12m_zscore,delta_24m_zscore,yoy_pct
2019-11-30,41.06402070758918,0.7983064366860846,63.33333333333333,81.66666666666667,0.6179327451651275,0.40086452109451187,-0.0921549056944659,-0.16038305260067903,1.5277936045117846
2019-12-30,41.06402070758918,0.7847907979747032,61.66666666666667,80.83333333333333,0.6179327451651275,0.40086452109451187,-0.10499279323704541,-0.1680224693169121,1.5277936045117846
2020-01-31,41.915336686180474,0.8588611286643205,100.0,100.0,0.9742404646634455,1.1002333870983207,-0.07974609456931059,-0.11376252248578894,2.3796149946552214
2020-02-29,41.915336686180474,0.8459438570761725,98.33333333333333,99.16666666666667,0.9742404646634455,1.1002333870983207,-0.10784503018266237,-0.13065150433759487,2.3796149946552214
2020-03-30,41.915336686180474,0.8332781918359312,96.66666666666667,98.33333333333333,0.9742404646634455,1.1002333870983207,-0.13857165059904517,-0.148147455500525,2.3796149946552214
2020-04-30,42.3081444868734,0.8617713315611005,100.0,100.0,1.0849089050836866,0.9922972259899865,-0.13532057200809874,-0.1778847282509095,2.6317897898411102
2020-05-30,42.3081444868734,0.848895105336759,98.33333333333333,99.16666666666667,1.0849089050836866,0.9922972259899865,-0.1503398953171344,-0.19696097140279153,2.6317897898411102
2020-06-30,42.3081444868734,0.8362769440716102,96.66666666666667,98.33333333333333,1.0849089050836866,0.9922972259899865,-0.16579925977982063,-0.21687030567733864,2.6317897898411102
2020-07-31,44.37107319356961,1.0450129132316361,100.0,100.0,4.037828689347215,3.756249192105088,0.3225570175964844,0.07902036717131418,10.011167559119883
2020-08-29,44.37107319356961,1.027917471572425,98.33333333333333,99.16666666666667,4.037828689347215,3.756249192105088,0.31605848664647845,0.06626560767001585,10.011167559119883
2020-09-30,44.37107319356961,1.0111273035351294,96.66666666666667,98.33333333333333,4.037828689347215,3.756249192105088,0.30956687606763833,0.05326719092208226,10.011167559119883
2020-10-30,44.29926626966482,0.9867540858663381,95.0,97.5,3.23524556207564,3.8531783072407677,0.17079459063352959,0.052497529805104,7.878540645382359
2020-11-30,44.29926626966482,0.9705531718399288,93.33333333333333,96.66666666666667,3.23524556207564,3.8531783072407677,0.16674316880646078,0.040383924105742694,7.878540645382359
2020-12-30,44.29926626966482,0.9546094042400524,91.66666666666666,95.83333333333334,3.23524556207564,3.8531783072407677,0.16269192845414346,0.028058426095293337,7.878540645382359
2021-01-31,44.372963413160015,0.9469804895845679,100.0,100.0,2.457626726979541,3.4318671916429864,0.04604800651845644,-0.0314683141211596,5.8633114303238365
2021-02-28,44.372963413160015,0.9314341119241549,98.33333333333333,99.16666666666667,2.457626726979541,3.4318671916429864,0.06041239092874866,-0.04135622489840219,5.8633114303238365
2021-03-30,44.372963413160015,0.9161139706063157,96.66666666666667,98.33333333333333,2.457626726979541,3.4318671916429864,0.07515777984431792,-0.051370920530811506,5.8633114303238365
2021-04-30,45.04339949318767,0.9774679835184711,100.0,100.0,2.7352550063142687,3.8201639113979553,0.1215931935441411,-0.01581401107351242,6.465079098807824
