as_of_date,raw,delta_12m,zscore_10y,pctl_10y
2004-07-30,7.387125202900348,-0.5286393160790004,-1.2371589472644773,9.166666666666666
2004-08-31,6.842688435213727,-0.730879533846049,-1.40565016935579,0.0
2004-09-30,7.215556828103323,-0.1734204212118282,-1.2542209525721142,7.5
2004-10-30,7.214951958505374,-0.334030644521083,-1.234965082789653,7.5
2004-11-30,6.885854979175106,-0.6295130383308996,-1.3309749369188013,1.6666666666666667
2004-12-30,7.579261728733067,0.4960546755092139,-1.069610387434303,20.0
2005-01-31,7.960647424406986,-0.20907702409395057,-0.9199598626429903,25.0
2005-02-28,6.899584813680688,0.021771711570924168,-1.283764294447108,2.5
2005-03-28,6.899731575915233,-0.04284217162747872,-1.2640976394982038,3.3333333333333335
2005-04-30,7.391852290846169,-0.37601626296756496,-1.068494634247791,15.833333333333332
2005-05-30,6.519511985581701,-0.7909587832846983,-1.3661656902936898,0.0
2005-06-30,6.98881699248134,-0.03725139021500912,-1.1759510127437087,6.666666666666667
2005-07-30,7.2614399343851295,-0.12568526851521877,-1.0597007312700348,13.333333333333334
2005-08-31,6.611369328685325,-0.23131910652840215,-1.2814778555646238,0.8333333333333334
2005-09-30,6.893337581041062,-0.3222192470622609,-1.1600777339899853,4.166666666666666
2005-10-30,6.576016781369404,-0.6389351771359699,-1.2605355690433964,0.8333333333333334
2005-11-30,6.560799848834553,-0.32505513034055245,-1.248854244532122,0.8333333333333334
2005-12-30,6.775969590756594,-0.8032921379764728,-1.154118246272392,3.3333333333333335
2006-01-31,6.814304217897374,-1.146343206509612,-1.128059470772393,4.166666666666666
2006-02-28,6.274653984179477,-0.6249308295012108,-1.318432340053827,0.0
2006-03-28,6.174671167957357,-0.7250604079578755,-1.3395778930437892,0.0
2006-04-30,6.44457538240484,-0.9472769084413288,-1.2187985663781729,1.6666666666666667
2006-05-30,5.855268512019865,-0.6642434735618359,-1.434150295767044,0.0
2006-06-30,6.337176929765416,-0.6516400627159236,-1.2279532731887028,2.5
2006-07-30,6.081021050845788,-1.1804188835393417,-1.3173445074683108,0.8333333333333334
2006-08-31,5.859920630364817,-0.751448698320508,-1.3940932218960023,0.8333333333333334
2006-09-30,6.105050539955158,-0.788287041085904,-1.2802144961097541,2.5
2006-10-30,5.500554433193692,-1.0754623481757122,-1.5170771592151349,0.0
2006-11-30,5.944814557062924,-0.6159852917716293,-1.316035343511922,2.5
2006-12-30,5.994662624030139,-0.7813069667264552,-1.283434746846271,3.3333333333333335
2007-01-31,5.900113326086729,-0.9141908918106445,-1.3187283536186376,2.5
2007-02-28,5.402590235384367,-0.8720637487951102,-1.5221829927244686,0.0
2007-03-28,5.032056288549491,-1.1426148794078665,-1.667803808971791,0.0
2007-04-30,5.391109722118066,-1.0534656602867738,-1.4946855815798663,0.8333333333333334
2007-05-30,5.314093039955315,-0.5411754720645501,-1.511885981450582,0.8333333333333334
2007-06-30,5.456991122226318,-0.8801858075390978,-1.4299201884603001,3.3333333333333335
2007-07-30,5.166305876524623,-0.9147151743211648,-1.5507042240189668,0.8333333333333334
2007-08-31,5.2821028554600105,-0.5778177749048066,-1.4814867768369602,1.6666666666666667
2007-09-30,5.379447084718327,-0.7256034552368309,-1.4228256304905085,3.3333333333333335
2007-10-30,4.618365332690068,-0.8821891005036235,-1.7642141572464352,0.0
2007-11-30,5.152768855367081,-0.7920457016958427,-1.4895912283419663,1.6666666666666667
2007-12-30,5.074197421702778,-0.9204652023273603,-1.5129835172843746,1.6666666666666667
2008-01-31,5.301742289547833,-0.5983710365388966,-1.4002682583745025,5.0
2008-02-29,4.796685777007652,-0.605904458376715,-1.63621338129511,0.8333333333333334
