as_of_date,factor_raw,factor_pctl_5Y,factor_pctl_10Y
2009-03-28,5.462852889754089,33.33333333333333,16.666666666666664
2009-04-30,6.226705766026511,56.666666666666664,28.333333333333332
2009-05-30,5.926546987619667,45.0,22.5
2009-06-30,5.975465454452574,50.0,25.0
2009-07-30,6.446185849238742,66.66666666666666,33.33333333333333
2009-08-31,6.233944037669318,61.66666666666667,30.833333333333336
2009-09-30,6.118364394742758,58.333333333333336,29.166666666666668
2009-10-30,6.127740511532558,60.0,30.0
2009-11-30,6.051986644420999,53.333333333333336,26.666666666666668
2009-12-30,6.3702670142383315,71.66666666666667,35.833333333333336
2010-01-31,6.845758703463237,86.66666666666667,44.166666666666664
2010-02-28,5.647963048406581,38.333333333333336,19.166666666666668
2010-03-28,5.778802904226354,41.66666666666667,20.833333333333336
2010-04-30,6.525450322379868,81.66666666666667,40.833333333333336
2010-05-30,6.036753562430921,56.666666666666664,28.333333333333332
2010-06-30,6.342129664723693,76.66666666666667,38.333333333333336
2010-07-30,6.715678225485753,90.0,45.83333333333333
2010-08-31,6.214277109845247,70.0,35.0
2010-09-30,6.640271321050245,90.0,46.666666666666664
2010-10-30,6.459544827524303,85.0,42.5
2010-11-30,6.341126331143415,78.33333333333333,39.166666666666664
2010-12-30,7.292390727383023,98.33333333333333,66.66666666666666
2011-01-31,7.769665328100365,100.0,82.5
2011-02-28,7.302657654164893,96.66666666666667,67.5
2011-03-28,7.2829145801952,93.33333333333333,66.66666666666666
2011-04-30,7.506852488297756,96.66666666666667,75.83333333333333
2011-05-30,7.196600250457004,90.0,63.33333333333333
2011-06-30,7.70252727366032,98.33333333333333,84.16666666666667
2011-07-30,7.621127473540398,96.66666666666667,83.33333333333334
2011-08-31,7.660357221467027,96.66666666666667,85.0
2011-09-30,9.377048536876476,100.0,100.0
2011-10-30,9.174940741946,98.33333333333333,97.5
2011-11-30,9.694264696702696,100.0,100.0
2011-12-30,9.876104442285104,100.0,100.0
2012-01-31,10.014601782542217,100.0,100.0
2012-02-29,9.900335054698319,98.33333333333333,99.16666666666667
2012-03-29,9.342326344669996,91.66666666666666,95.83333333333334
2012-04-30,9.643527752746742,93.33333333333333,96.66666666666667
2012-05-30,9.899018010486934,96.66666666666667,98.33333333333333
2012-06-30,9.703647704229853,93.33333333333333,96.66666666666667
2012-07-30,9.578627419971433,88.33333333333333,94.16666666666667
2012-08-31,10.447864680495526,100.0,100.0
2012-09-30,10.197491800042732,98.33333333333333,99.16666666666667
2012-10-30,9.784914495559086,90.0,95.0
2012-11-30,11.13963232012233,100.0,100.0
2012-12-30,10.416249771389458,96.66666666666667,98.33333333333333
2013-01-31,11.816404786320819,100.0,100.0
2013-02-28,10.661159147701946,96.66666666666667,98.33333333333333
2013-03-28,10.177908590424622,90.0,95.0
2013-04-30,10.353193016378516,91.66666666666666,95.83333333333334
2013-05-30,11.262263866184039,98.33333333333333,99.16666666666667
2013-06-30,10.72300545947743,95.0,97.5
2013-07-30,10.171819029450491,83.33333333333334,91.66666666666666
2013-08-31,11.036655464372032,95.0,97.5
2013-09-30,10.528867020451388,90.0,95.0
2013-10-30,11.201929540673419,96.66666666666667,98.33333333333333
2013-11-30,11.234273718644031,96.66666666666667,98.33333333333333
2013-12-30,10.672630847282713,88.33333333333333,94.16666666666667
2014-01-31,12.312394883664824,100.0,100.0
2014-02-28,11.325686139888905,96.66666666666667,98.33333333333333
2014-03-28,10.801134105969282,86.66666666666667,93.33333333333333
2014-04-30,12.184492937397827,98.33333333333333,99.16666666666667
2014-05-30,11.855807475171881,96.66666666666667,98.33333333333333
2014-06-30,11.28709944234588,91.66666666666666,95.83333333333334
2014-07-30,12.27316584077099,98.33333333333333,99.16666666666667
2014-08-31,11.988859230674139,95.0,97.5
2014-09-30,10.929323987669171,78.33333333333333,89.16666666666667
2014-10-30,12.283143446960338,98.33333333333333,99.16666666666667
2014-11-30,12.099200242863946,93.33333333333333,96.66666666666667
2014-12-30,11.134125808344427,76.66666666666667,88.33333333333333
2015-01-31,13.291587027143626,100.0,100.0
2015-02-28,11.62763899371765,85.0,92.5
2015-03-28,11.528428948299432,83.33333333333334,91.66666666666666
2015-04-30,12.664873597384924,98.33333333333333,99.16666666666667
2015-05-30,12.127783879156183,90.0,95.0
2015-06-30,11.469170351183832,78.33333333333333,89.16666666666667
2015-07-30,12.696246268077985,98.33333333333333,99.16666666666667
2015-08-31,12.068329712230538,85.0,92.5
2015-09-30,12.119848960827003,86.66666666666667,93.33333333333333
2015-10-30,12.110365051684333,85.0,92.5
2015-11-30,11.443891231232236,70.0,85.0
2015-12-30,12.199693903558249,90.0,95.0
2016-01-31,13.054348392687496,98.33333333333333,99.16666666666667
2016-02-29,11.403428112837503,65.0,82.5
2016-03-29,12.252133507387578,88.33333333333333,94.16666666666667
2016-04-30,12.984768994067583,96.66666666666667,98.33333333333333
2016-05-30,12.484662383167516,91.66666666666666,95.83333333333334
2016-06-30,12.69729852808658,95.0,97.5
2016-07-30,12.666608144311683,91.66666666666666,95.83333333333334
2016-08-31,12.136435978851283,76.66666666666667,88.33333333333333
2016-09-30,13.348778361691824,100.0,100.0
2016-10-30,12.672159979888056,90.0,95.0
2016-11-30,13.315201527298608,98.33333333333333,99.16666666666667
2016-12-30,13.005075462385737,93.33333333333333,96.66666666666667
2017-01-31,13.202771605214824,95.0,97.5
2017-02-28,13.137738807618064,93.33333333333333,96.66666666666667
2017-03-28,12.777300590661097,86.66666666666667,93.33333333333333
2017-04-30,13.24555062775297,95.0,97.5
2017-05-30,12.559057067777749,75.0,87.5
2017-06-30,13.486482732626925,100.0,100.0
2017-07-30,13.52743097218185,100.0,100.0
2017-08-31,13.969593151568342,100.0,100.0
2017-09-30,13.890977144153585,98.33333333333333,99.16666666666667
2017-10-30,12.778554356831389,78.33333333333333,89.16666666666667
2017-11-30,13.81888230082207,96.66666666666667,98.33333333333333
2017-12-30,13.492920251992452,93.33333333333333,96.66666666666667
2018-01-31,13.345238427700515,88.33333333333333,94.16666666666667
2018-02-28,13.27554434051748,83.33333333333334,91.66666666666666
