date,margin,mktcap,ratio
1945-12-01,1252.0,152852.0,0.8190929788291942
1946-03-01,,,
1946-06-01,,,
1946-09-01,,,
1946-12-01,594.0,146656.0,0.4050294566877591
1947-03-01,,,
1947-06-01,,,
1947-09-01,,,
1947-12-01,636.0,144829.0,0.4391385703139564
1948-03-01,,,
1948-06-01,,,
1948-09-01,,,
1948-12-01,605.0,144008.0,0.4201155491361591
1949-03-01,,,
1949-06-01,,,
1949-09-01,,,
1949-12-01,969.0,153784.0,0.6301045622431463
1950-03-01,,,
1950-06-01,,,
1950-09-01,,,
1950-12-01,1492.0,177528.0,0.8404308052814203
1951-03-01,,,
1951-06-01,,,
1951-09-01,,,
1951-12-01,1421.0,199082.0,0.7137762329090526
1952-03-01,1422.0,202048.0,0.7037931580614508
1952-06-01,1454.0,208759.0,0.6964969174981678
1952-09-01,1465.0,208511.0,0.7026008220189822
1952-12-01,1502.0,198678.0,0.7559971411026888
1953-03-01,1665.0,195249.0,0.8527572484366117
1953-06-01,1854.0,186022.0,0.9966563094687726
1953-09-01,1789.0,181485.0,0.9857563986004352
1953-12-01,1866.0,196403.0,0.9500873204584452
1954-03-01,1888.0,208840.0,0.9040413713847922
1954-06-01,2045.0,225418.0,0.9072035063748236
1954-09-01,2290.0,245245.0,0.9337601174335868
1954-12-01,2672.0,248357.0,1.0758706217259832
1955-03-01,2971.0,255684.0,1.1619811955382424
1955-06-01,3033.0,279570.0,1.0848803519690955
1955-09-01,3133.0,295380.0,1.0606676145981448
1955-12-01,3108.0,298673.0,1.0406029336431482
1956-03-01,3099.0,317228.0,0.9768998953434124
1956-06-01,3102.0,307689.0,1.0081608377290057
1956-09-01,3097.0,301922.0,1.0257616205510034
1956-12-01,3142.0,323618.0,0.970897786896897
1957-03-01,3015.0,309276.0,0.9748574089163078
1957-06-01,3210.0,328675.0,0.9766486650946984
1957-09-01,3106.0,300970.0,1.031996544506097
1957-12-01,2805.0,301375.0,0.9307341352136044
1958-03-01,3054.0,317251.0,0.9626447197959974
1958-06-01,3486.0,334908.0,1.0408828693253074
1958-09-01,3554.0,367416.0,0.9672959261436628
1958-12-01,3770.0,382051.0,0.9867792519846827
1959-03-01,3804.0,389733.0,0.9760528361724564
1959-06-01,3901.0,404640.0,0.9640668248319492
1959-09-01,3747.0,398247.0,0.9408733775772322
1959-12-01,3773.0,420820.0,0.8965828620312724
1960-03-01,3460.0,397831.0,0.8697160352008768
1960-06-01,3507.0,406755.0,0.8621897702548218
1960-09-01,3585.0,380195.0,0.9429371769749734
1960-12-01,3649.0,425058.0,0.8584710792409507
1961-03-01,4022.0,471012.0,0.8539060575951355
1961-06-01,4482.0,472076.0,0.9494233979274525
1961-09-01,4441.0,484215.0,0.917154569767562
1961-12-01,4723.0,521094.0,0.9063623837541788
1962-03-01,4379.0,510450.0,0.8578705064159075
1962-06-01,4001.0,390218.0,1.025324305900804
1962-09-01,4305.0,412673.0,1.043198852360101
1962-12-01,4564.0,503823.0,0.9058736897680336
1963-03-01,4645.0,532830.0,0.8717602237111273
1963-06-01,5423.0,558992.0,0.9701391075364229
1963-09-01,5893.0,582272.0,1.012069960430864
1963-12-01,6095.0,558475.0,1.0913648775683782
1964-03-01,5926.0,593215.0,0.9989632763837732
1964-06-01,5927.0,612252.0,0.9680654371075962
1964-09-01,5764.0,633228.0,0.9102566532117974
1964-12-01,5610.0,647246.0,0.8667492730739162
1965-03-01,5572.0,663263.0,0.8400890747712445
1965-06-01,5592.0,637854.0,0.8766896499825979
1965-09-01,5420.0,693718.0,0.781297299479039
1965-12-01,5986.0,734923.0,0.814507098022514
1966-03-01,6137.0,714419.0,0.8590197069226881
1966-06-01,6303.0,685683.0,0.9192294398431928
1966-09-01,5905.0,615709.0,0.9590569571014878
1966-12-01,5950.0,660424.0,0.9009363681513692
1967-03-01,6479.0,747328.0,0.8669553395563929
1967-06-01,6983.0,759549.0,0.9193613578584132
1967-09-01,7922.0,809759.0,0.978315770494678
1967-12-01,9164.0,835107.0,1.0973444121531732
1968-03-01,8593.0,776014.0,1.1073253833049403
1968-06-01,10514.0,884503.0,1.188690145765475
1968-09-01,10759.0,901429.0,1.1935493533045864
1968-12-01,12005.0,996085.0,1.2052184301540532
1969-03-01,10271.0,946300.0,1.0853851844024094
1969-06-01,9841.0,907895.0,1.083935917699734
1969-09-01,8216.0,882607.0,0.9308786356781672
1969-12-01,8476.0,840609.0,1.0083165895202169
1970-03-01,7298.0,815012.0,0.8954469382045909
1970-06-01,6532.0,648418.0,1.0073748723817044
1970-09-01,6795.0,755152.0,0.8998188444180775
1970-12-01,7188.0,831233.0,0.8647394894091067
1971-03-01,7302.0,920098.0,0.793611115337714
1971-06-01,8159.0,918939.0,0.8878717738609418
1971-09-01,8785.0,911074.0,0.9642465924831572
1971-12-01,9764.0,974871.0,1.0015684126412625
1972-03-01,11646.0,1034722.0,1.125519704809601
1972-06-01,13000.0,1033232.0,1.2581878997166174
1972-09-01,13394.0,1058729.0,1.265101834369324
1972-12-01,13485.0,1203281.0,1.1206858580830248
1973-03-01,12401.0,1117824.0,1.1093875243329898
1973-06-01,10845.0,1033342.0,1.0495073267127435
1973-09-01,10181.0,1104063.0,0.9221394068997876
1973-12-01,9149.0,938338.0,0.975021793852535
1974-03-01,8502.0,911785.0,0.932456664674238
1974-06-01,8033.0,817463.0,0.9826744452042478
1974-09-01,7732.0,610689.0,1.266110900965958
1974-12-01,7583.0,632492.0,1.1989084446917906
1975-03-01,7581.0,775904.0,0.9770538623334846
1975-06-01,7709.0,893211.0,0.8630659497028138
1975-09-01,8030.0,782809.0,1.0257930095336154
1975-12-01,8605.0,839378.0,1.0251638713428275
