date,ig_oas_raw,us_10y,ig_spread_pctl_1y,ig_spread_pctl_5y,ig_spread_zscore_3m,ig_spread_zscore_1y,ig_spread_zscore_3y,ig_spread_delta_zscore_3m,ig_spread_delta_zscore_1y
2000-02-07,1.18,6.64,59.36254980079681,74.14634146341463,0.11546772588297217,0.45406973953916957,0.8926099515677065,-0.16946570915475995,-0.2032148790154823
2000-02-08,1.19,6.59,62.94820717131474,75.76126674786845,0.6089322535126112,0.5783990961106391,0.9265359742376654,-0.2836182805138041,-0.2037236282460141
2000-02-09,1.2,6.56,68.52589641434263,77.85888077858881,1.0767704482844909,0.7011017261187001,0.9604147626499382,0.07466919554867635,-0.057781399259723365
2000-02-10,1.21,6.67,74.10358565737052,79.95139732685298,1.5446086430563708,0.823106395237596,0.9942411172309245,0.07610087370137508,-0.02210843086715686
2000-02-11,1.21,6.63,73.70517928286853,79.85436893203884,1.505651292890545,0.8167394661163098,0.9916450916407309,0.3060034175019247,-0.05946355905184464
2000-02-14,1.21,6.56,73.30677290836654,79.75757575757576,1.5056512928905552,0.8102273273112284,0.989042574300774,0.059473757219294154,-0.02351023514191386
2000-02-15,1.21,6.56,72.90836653386454,79.66101694915254,1.505651292890545,0.8039282255162693,0.9864470620270454,0.05317465542433242,-0.06088197260774586
2000-02-16,1.21,6.56,72.50996015936255,79.56469165659009,1.5056512928905552,0.7972817187132287,0.9838721193090787,0.04652814862129184,0.04827610566940732
2000-02-17,1.2,6.58,66.13545816733067,77.29468599033817,1.0451851207929503,0.6626902287275147,0.9448647391741912,0.031255407855529604,-0.025791261346490346
2000-02-18,1.21,6.49,72.11155378486056,79.49336550060315,1.4843875213991962,0.7850316010232964,0.9788378813626456,0.15291006060033974,0.009842872440792627
2000-02-21,1.21,,71.71314741035857,79.39759036144578,1.463717369558023,0.7784721468459184,0.9762834246611267,0.14493885968712006,0.04555434657845292
2000-02-22,1.22,6.36,80.87649402390437,82.79181708784597,1.862256876868219,0.900381365816028,1.010231117340636,0.2630308183742448,0.08102711821224662
2000-02-23,1.21,6.44,70.91633466135458,79.20673076923077,1.3864065117672333,0.764596834139613,0.9710988088797469,0.24276224795875445,0.04341241193481127
2000-02-24,1.22,6.36,80.47808764940238,82.71308523409364,1.7451190958860379,0.8869920606588246,1.0050999502772255,0.6005062438845635,0.1155582891706739
2000-02-25,1.22,6.36,80.0796812749004,82.61390887290167,1.6735988296328048,0.879883537639885,1.0024965289168049,0.5893288881777387,0.07770493621603436
2000-02-28,1.26,6.37,94.42231075697211,89.94011976047904,3.0285739791653934,1.3886775185724762,1.1461437272548631,1.0946673859422573,0.29614774873970695
2000-02-29,1.29,6.42,99.20318725099602,92.70334928229666,3.641176907003188,1.7622598868171313,1.252793399182562,1.4647774572467673,0.40407177247979753
2000-03-01,1.3,6.39,100.0,93.0704898446834,3.5022702436350115,1.8745594006003927,1.2860061495136708,1.5729418916149225,0.4752306948110865
2000-03-02,1.31,6.4,100.0,93.1980906921241,3.3828638997950686,1.9843543490109894,1.3191354808575,1.7997939167983925,0.5095255590551875
2000-03-03,1.32,6.39,100.0,93.20619785458881,3.2698374171645184,2.09264435671547,1.3521438980080696,1.7814771168072008,0.5804003291990992
2000-03-06,1.32,6.42,99.60159362549801,93.0952380952381,2.977788249115709,2.0724291237673076,1.3484693111689776,1.8837729689804377,0.577790123553928
2000-03-07,1.32,6.39,99.20318725099602,92.9845422116528,2.742391237740089,2.0503338156576336,1.3447771110788216,1.7315007724337612,0.5016990705767568
2000-03-08,1.32,6.38,98.80478087649402,92.87410926365796,2.5491487077625874,2.029994796008036,1.341175117874098,1.699894431209382,0.5360756043093254
2000-03-09,1.32,6.35,98.40637450199203,92.76393831553975,2.385891875251462,2.0114925433267006,1.3375903951813257,1.5264856853180766,0.5703851891899546
2000-03-10,1.31,6.39,97.60956175298804,92.53554502369668,2.0728013118817508,1.8686040086633364,1.2975049713759874,1.5110787696217904,0.531346020260201
2000-03-13,1.33,6.36,100.0,93.6094674556213,2.306763326202044,2.103007779130292,1.3671210684027044,1.746280612197638,0.6020041011273729
2000-03-14,1.34,6.31,100.0,93.97163120567376,2.338690288812596,2.2072227597227774,1.3999556656611611,1.9771926685636174,0.6358764401796496
2000-03-15,1.34,6.29,99.60159362549801,93.86068476977569,2.207597873728808,2.179143887155961,1.3961586716201888,1.9462200718254608,0.44913755062838834
2000-03-16,1.34,6.26,99.20318725099602,93.75,2.095260544578263,2.156281862463573,1.3923811732452767,2.0494048882856606,0.5940747493613284
2000-03-17,1.34,6.2,98.80478087649402,93.63957597173145,1.9953899392908205,2.1341066503691453,1.3886230087744653,2.024538393595101,0.5914290718093101
