date,lqd_shares,lqd_flow_yoy,lqd_flow_3m,lqd_flow_pctl_1y,lqd_flow_pctl_5y,lqd_flow_zscore_3m,lqd_flow_zscore_1y,lqd_flow_zscore_3y,lqd_flow_delta_zscore_3m,lqd_flow_delta_zscore_1y
2008-11-11,51500000.0,-75.17006802721089,-31.713554987212266,0.0,0.0,-3.670903811065949,-4.492031737966328,-4.304640654982866,-1.736615830921894,-3.1640570606017997
2008-11-12,52000000.0,-76.87074829931973,-32.992327365728904,0.0,0.0,-3.4251585780323017,-4.46517359171817,-4.372628237562088,-1.7607266921945066,-3.2348791720783696
2008-11-13,53400000.0,-81.63265306122449,-36.57289002557545,0.0,0.0,-3.4677388775454334,-4.69475299114171,-4.651135465476572,-2.0379326373370628,-3.516211505263468
2008-11-14,53700000.0,-82.65306122448979,-37.34015345268542,0.0,0.0,-3.200958967671553,-4.575372843994232,-4.655082082900565,-1.9641056024377388,-3.5229738750416995
2008-11-17,53700000.0,-82.65306122448979,-37.34015345268542,0.0,0.0,-2.9213123083797856,-4.386523762198549,-4.588294900685108,-1.8188873532602274,-3.458993162293981
2008-11-18,53700000.0,-82.65306122448979,-36.6412213740458,0.0,0.0,-2.6967151631422164,-4.218103199297422,-4.524160244271563,-1.5738277320422682,-3.397655761819831
2008-11-19,53700000.0,-82.65306122448979,-36.6412213740458,0.0,0.0,-2.5111803716855046,-4.0666367487787864,-4.46250533142346,-1.4673336262010888,-3.3387889600778458
2008-11-20,53900000.0,-83.33333333333333,-37.15012722646311,0.0,0.0,-2.396332988284682,-3.9788843019956532,-4.448023443830794,-1.4226725425154454,-3.3270861067984874
2008-11-21,53900000.0,-83.33333333333333,-36.45569620253164,0.0,0.0,-2.2551904000179324,-3.8494431192241843,-4.389178221873284,-1.2201136040211007,-3.2710109097557085
2008-11-24,54000000.0,-83.6734693877551,-36.70886075949367,0.0,0.0,-2.1524296888960337,-3.7545948473861235,-4.354418861269755,-1.328472602968065,-3.239012631424565
2008-11-25,55000000.0,-87.0748299319728,-39.240506329113934,0.0,0.0,-2.2335689478050136,-3.873218278135952,-4.514981782256094,-1.4842063232822333,-3.4023719741803693
2008-11-26,55000000.0,-85.18518518518519,-38.19095477386936,0.398406374501992,0.07942811755361398,-2.010149528606836,-3.6273124125824006,-4.333924746012862,-1.1063002174235592,-3.0848462185889414
2008-11-28,55000000.0,-85.18518518518519,-38.19095477386936,0.398406374501992,0.07942811755361398,-1.9145553853353199,-3.525281364500179,-4.278535011589195,-1.0428685351958626,-3.0325279663986304
2008-12-01,55000000.0,-85.18518518518519,-38.19095477386936,0.398406374501992,0.07942811755361398,-1.8282611094673333,-3.430696060971993,-4.225091848149198,-0.9854220005790877,-2.9821447157666796
2008-12-02,55000000.0,-80.92105263157893,-38.19095477386936,4.780876494023905,0.9531374106433679,-1.5261842276580482,-3.074617393393519,-3.912520300729059,-0.6651136853327966,-2.3496961920427504
2008-12-03,55600000.0,-81.69934640522875,-38.65336658354115,4.382470119521913,0.8737092930897538,-1.5109891845847117,-3.0551703931982988,-3.917705690290453,-0.8200798871405923,-2.2675292011106762
2008-12-04,55600000.0,-81.69934640522875,-37.9652605459057,4.382470119521913,0.8737092930897538,-1.4560113983705538,-2.9887072938626,-3.875411638528966,-0.6792954941023921,-2.230450143364857
2008-12-05,56600000.0,-84.96732026143792,-40.44665012406947,1.593625498007968,0.3177124702144559,-1.5708125236726003,-3.121047232406691,-4.029223765615381,-0.8442877528877157,-2.389445012435485
2008-12-08,58200000.0,-90.19607843137254,-44.41687344913152,0.0,0.0,-1.7711834162294593,-3.355186816194162,-4.29108495694313,-1.1096131830375198,-2.6564570664713636
2008-12-09,59200000.0,-93.4640522875817,-46.89826302729529,0.0,0.0,-1.854923806747386,-3.455359861781953,-4.425866618462022,-1.2399671728511557,-2.7963580782181445
2008-12-10,59700000.0,-95.09803921568627,-46.68304668304668,0.0,0.0,-1.8513639629209468,-3.45398148291899,-4.459607551885049,-1.2084636742469503,-2.835187210347791
2008-12-11,60100000.0,-96.40522875816993,-47.66584766584767,0.0,0.0,-1.8317590852323273,-3.433041115577055,-4.472371802959117,-1.2182565142228445,-2.853008863848907
2008-12-12,60100000.0,-96.40522875816993,-46.58536585365853,0.0,0.0,-1.7542745665093866,-3.3430628552291397,-4.410811112749464,-1.1494799709344177,-2.7964751294277614
2008-12-15,61100000.0,-99.67320261437908,-49.02439024390244,0.0,0.0,-1.8272469197413324,-3.4280368062486604,-4.531526333456781,-1.263450302583914,-2.9221872034391194
2008-12-16,61100000.0,-97.7346278317152,-49.38875305623471,0.398406374501992,0.07942811755361398,-1.666821021906647,-3.2403375361640805,-4.362139915430932,-1.1523668316186049,-2.78783730928311
2008-12-17,63100000.0,-104.20711974110031,-54.278728606356964,0.0,0.0,-1.8783407791877769,-3.483715339327332,-4.652064916966493,-1.4216663109325829,-3.0825104062554036
2008-12-18,64700000.0,-108.70967741935482,-58.57843137254901,0.0,0.0,-1.9834959427965129,-3.606902482683547,-4.820471351358864,-1.6180225557971724,-3.373121218985895
2008-12-19,65700000.0,-111.93548387096772,-60.243902439024396,0.0,0.0,-2.0225719796281156,-3.6553414530810646,-4.91129029707987,-1.593709058919424,-3.467953155220343
2008-12-22,66800000.0,-115.48387096774194,-62.92682926829267,0.0,0.0,-2.0669588275646418,-3.710485277554785,-5.011462733465554,-1.6733353979529952,-3.572118955321918
2008-12-23,68500000.0,-120.96774193548386,-67.07317073170731,0.0,0.0,-2.1748252026747075,-3.8414257507038476,-5.200118711587949,-1.8280939028534609,-3.764748857345584
2008-12-24,68500000.0,-120.96774193548386,-67.07317073170731,0.0,0.0,-2.0672617095101224,-3.7205581366269014,-5.105251995546354,-1.7304106119623928,-3.673836809932945
2008-12-26,69700000.0,-124.83870967741937,-70.0,0.0,0.0,-2.108203109319189,-3.770659848793638,-5.201882870582309,-1.803091714839651,-3.7744032804684386
2008-12-29,69700000.0,-124.83870967741937,-70.0,0.0,0.0,-2.00856357455631,-3.6555986364470483,-5.106808145114241,-1.7100319011044591,-3.6832452571543444
2008-12-30,69700000.0,-124.83870967741937,-70.83333333333333,0.0,0.0,-1.919714120462996,-3.5496412779561894,-5.016536765071003,-1.7181976894198396,-3.5968718633838623
2008-12-31,70700000.0,-128.06451612903226,-73.28431372549021,0.0,0.0,-1.9473858098837402,-3.5767111318807903,-5.078904786559551,-1.7641638979789342,-3.6631193304475227
2009-01-02,71200000.0,-129.67741935483872,-74.50980392156863,0.0,0.0,-1.9181564830064102,-3.5377050382076254,-5.0627849558394695,-1.7436312080795997,-3.6507916924493102
2009-01-05,71200000.0,-129.67741935483872,-74.50980392156863,0.0,0.0,-1.8390762634552476,-3.440529325517667,-4.974560152946512,-1.6645221637324372,-3.5663414270134446
2009-01-06,72500000.0,-133.8709677419355,-77.69607843137254,0.0,0.0,-1.9010659052780945,-3.502074729183165,-5.074097347309853,-1.7437428237773767,-3.6696356644735113
2009-01-07,72500000.0,-133.8709677419355,-77.69607843137254,0.0,0.0,-1.8247612192191907,-3.4074446884418523,-4.985222462023496,-1.6664111194621085,-3.584500486820054
2009-01-08,73500000.0,-137.0967741935484,-80.14705882352942,0.0,0.0,-1.85559380963534,-3.431146342071133,-5.037957621912726,-1.7070479055736616,-3.6409581757994536
2009-01-09,73500000.0,-137.0967741935484,-79.70660146699267,0.0,0.0,-1.7845860995614236,-3.341152586114634,-4.951413290897656,-1.65205838214988,-3.3989930076348047
2009-01-12,74800000.0,-141.29032258064518,-82.88508557457213,0.0,0.0,-1.8474505015401235,-3.3964130503752625,-5.041098797899669,-1.7234634114849856,-3.4935205992443823
2009-01-13,75800000.0,-144.51612903225808,-85.33007334963325,0.0,0.0,-1.875643835405712,-3.4133325503518726,-5.084374766325506,-1.7562097330482067,-3.541610917238327
2009-01-14,76800000.0,-147.74193548387098,-87.77506112469437,0.0,0.0,-1.9013550015510343,-3.426685384405845,-5.123202931824704,-1.7850824812603294,-3.5852260032328536
2009-01-15,77600000.0,-150.3225806451613,-89.26829268292681,0.0,0.0,-1.905754400064023,-3.4168386375184,-5.132695661736626,-1.7456685533276184,-3.599478525911146
2009-01-16,78800000.0,-154.19354838709677,-92.1951219512195,0.0,0.0,-1.9471834490555386,-3.4448377475046446,-5.189250557138038,-1.7893656607503994,-3.6607663831612394
2009-01-20,78900000.0,-154.51612903225805,-92.4390243902439,0.0,0.0,-1.884135401535285,-3.3634307923886326,-5.106892873210976,-1.7233523671767528,-3.583115122532055
2009-01-21,79500000.0,-156.4516129032258,-93.43065693430657,0.0,0.0,-1.8727974171593083,-3.334122472466429,-5.088191680350108,-1.6646904510550435,-3.5690941024268374
2009-01-22,80400000.0,-159.35483870967744,-95.14563106796116,0.0,0.0,-1.8903166958414284,-3.333047908111786,-5.104412349877186,-1.6342515244601357,-3.58996897790165
2009-01-23,80900000.0,-159.2948717948718,-94.93975903614458,0.398406374501992,0.07942811755361398,-1.8234121643552001,-3.248081185505505,-5.012389180751518,-1.4321542161730902,-3.573926497890092
2009-01-26,80900000.0,-159.2948717948718,-94.00479616306954,0.398406374501992,0.07942811755361398,-1.763884002716774,-3.1702096057363947,-4.926558168733998,-1.2838592797070514,-3.4920724809297683
2009-01-27,80900000.0,-159.2948717948718,-93.07875894988067,0.398406374501992,0.07942811755361398,-1.7092975167729916,-3.0972416488592542,-4.844783869638136,-1.1422672300916765,-3.517330900925825
2009-01-28,80900000.0,-159.2948717948718,-89.46135831381734,0.398406374501992,0.07942811755361398,-1.6571814725039624,-3.0285362402979974,-4.766753308046083,-0.7468448700477102,-3.4427158173660724
2009-01-29,81100000.0,-158.28025477707007,-86.0091743119266,1.9920318725099602,0.3971405877680699,-1.5788979484695695,-2.9370867195314116,-4.65778652852447,-0.4271564134649597,-3.2527644491034895
2009-01-30,82700000.0,-163.37579617834396,-87.52834467120181,0.0,0.0,-1.6796325945311334,-3.007905814018932,-4.758266689612657,-0.32633714319529616,-3.3570524126941343
2009-02-02,82700000.0,-161.7088607594937,-83.77777777777777,0.398406374501992,0.07942811755361398,-1.580470752220735,-2.9021179435259756,-4.629069586700723,0.10434555556961422,-3.3505222791628357
2009-02-03,83600000.0,-164.55696202531644,-80.56155507559394,0.0,0.0,-1.6140059733983712,-2.9149529374518726,-4.653005585379092,0.5496389073706145,-3.3775877220498276
2009-02-04,83800000.0,-162.6959247648903,-80.99352051835854,0.796812749003984,0.15885623510722796,-1.5118479608360733,-2.81035239008114,-4.523392118045847,0.5671176331165557,-3.127079297897515
2009-02-05,86200000.0,-170.21943573667713,-86.17710583153348,0.0,0.0,-1.686543141966546,-2.9386793061101386,-4.697249985949709,0.3573861244550751,-3.4045181250637637
2009-02-06,86600000.0,-171.47335423197495,-85.04273504273505,0.0,0.0,-1.6715036898512556,-2.9084778210380664,-4.664602630058666,0.49947990308627643,-3.37513241732218
2009-02-09,86800000.0,-172.10031347962382,-82.35294117647058,0.0,0.0,-1.6385808535327218,-2.8647300594395126,-4.613506422207356,0.7520623249114728,-3.3272848001500632
2009-02-10,87500000.0,-174.294670846395,-76.41129032258065,0.0,0.0,-1.6483374862317888,-2.859137050362161,-4.611895851766456,1.3583507324880406,-3.329072283437478
2009-02-11,88100000.0,-176.1755485893417,-71.06796116504854,0.0,0.0,-1.6448168921073494,-2.8459547200269646,-4.600033499366637,1.8467386306709899,-3.3205941057037833
2009-02-12,88600000.0,-177.74294670846396,-72.03883495145631,0.0,0.0,-1.6331379230061047,-2.8257915806780947,-4.5786223035945754,1.6662401572882333,-3.302553323572709
2009-02-13,88800000.0,-178.36990595611283,-70.76923076923076,0.0,0.0,-1.5953017733783523,-2.785362048521213,-4.53002330299885,1.6798115431969567,-3.2573110922905917
2009-02-17,89100000.0,-179.31034482758622,-66.85393258426966,0.0,0.0,-1.5665424264219758,-2.7535226438549087,-4.492186778730659,1.9412303472868015,-3.222817808387007
2009-02-18,90100000.0,-182.4451410658307,-67.78398510242086,0.0,0.0,-1.6004338367355493,-2.7700769065329625,-4.5179429533082756,1.8052959374612692,-3.2519038084587675
2009-02-19,90100000.0,-182.4451410658307,-67.78398510242086,0.0,0.0,-1.545809725004843,-2.7184769777730935,-4.453440441383811,1.6680467844254556,-3.190717819955887
2009-02-20,90500000.0,-183.69905956112854,-68.5288640595903,0.0,0.0,-1.5296291964339952,-2.6955176141274717,-4.426275852098577,1.5225855851699506,-3.166856563555794
2009-02-23,90500000.0,-183.69905956112854,-68.5288640595903,0.0,0.0,-1.4804756032635797,-2.647328732796063,-4.365333411302823,1.4193080159827236,-3.1092043754015855
2009-02-24,90500000.0,-183.69905956112854,-67.9035250463822,0.0,0.0,-1.4342810237030983,-2.601251956269165,-4.306688638168177,1.377632345726488,-3.053836883732658
2009-02-25,92300000.0,-189.34169278996868,-71.24304267161409,0.0,0.0,-1.5469457585806727,-2.671220075977251,-4.4014084719240145,1.1782230432469332,-3.248940255721343
2009-02-26,92300000.0,-189.34169278996868,-70.92592592592592,0.0,0.0,-1.4990939636933924,-2.6242365040083944,-4.341374267101043,1.1303583433777291,-3.1918018329653313
2009-02-27,92300000.0,-189.34169278996868,-67.81818181818183,0.0,0.0,-1.4526293420261616,-2.5792760073424903,-4.283581151634622,1.2939422707934618,-3.136894672304381
2009-03-02,92200000.0,-189.0282131661442,-67.63636363636363,1.1952191235059761,0.23828435266084197,-1.4017326608103007,-2.53007581008747,-4.219777075120628,1.0972366024949305,-3.0761210759378628
2009-03-03,91900000.0,-188.08777429467085,-67.0909090909091,1.593625498007968,0.3177124702144559,-1.3364461316811669,-2.470807840848257,-4.14225582863196,1.054473523651922,-3.001597517177816
2009-03-04,91900000.0,-186.29283489096574,-67.0909090909091,1.9920318725099602,0.3971405877680699,-1.250125915108842,-2.397570393950654,-4.045947405988175,1.0331256670213391,-2.82825945310731
2009-03-05,92000000.0,-184.8297213622291,-67.27272727272727,2.3904382470119523,0.47656870532168394,-1.1790879765339441,-2.3335597526424774,-3.961579822475672,0.7410576407510416,-2.6672331225869996
2009-03-06,92000000.0,-180.48780487804876,-65.46762589928056,4.780876494023905,0.9531374106433679,-1.023691081971954,-2.217578388598012,-3.8083809385223213,0.8375920046002867,-2.3180056580517934
2009-03-09,92300000.0,-181.40243902439025,-66.0071942446043,4.780876494023905,0.9531374106433679,-1.029929760786112,-2.2043953459448966,-3.790713470924254,0.7843119479177032,-2.304931126703919
2009-03-10,92300000.0,-179.6969696969697,-63.074204946996474,5.577689243027888,1.1119936457505957,-0.9539320297137075,-2.142763219412667,-3.7090650219711625,0.978284012994024,-2.148221727905884
2009-03-11,92300000.0,-179.6969696969697,-58.59106529209621,5.577689243027888,1.1119936457505957,-0.9312357269595836,-2.114698221711358,-3.6715574709627345,1.240488594482804,-2.115699951148703
2009-03-12,92300000.0,-179.6969696969697,-55.91216216216217,5.577689243027888,1.1119936457505957,-0.9084759925720989,-2.0874608174157627,-3.6350684581742327,1.3678990443661903,-2.084167595459679
2009-03-13,92300000.0,-178.0120481927711,-54.60636515912898,7.569721115537849,1.5091342335186657,-0.8283176545540671,-2.0302765321976626,-3.559160410137572,1.4237049507213273,-1.9338924594540403
2009-03-16,92300000.0,-178.0120481927711,-53.57737104825291,7.569721115537849,1.5091342335186657,-0.8069280594920635,-2.005359432023779,-3.5256120983227603,1.427681683553276,-1.9057146447431232
2009-03-17,92800000.0,-179.51807228915663,-54.409317803660564,6.772908366533864,1.3502779984114377,-0.8424358965221491,-2.008206570814913,-3.5284788307208372,1.3348562844142267,-1.9139182562188304
2009-03-18,94300000.0,-184.03614457831324,-54.33715220949264,2.788844621513944,0.5559968228752978,-0.9945559649303674,-2.064577303826375,-3.6015225009829868,1.3634595024222853,-1.9922655882908278
2009-03-19,94500000.0,-184.63855421686745,-54.6644844517185,2.788844621513944,0.5559968228752978,-1.0039586775801674,-2.049456001976323,-3.580865968544138,1.1908815341877577,-1.9768666613169752
2009-03-20,95700000.0,-188.25301204819277,-51.66402535657686,1.593625498007968,0.3177124702144559,-1.1342740971773955,-2.087665207179624,-3.629993586571804,1.3960501321477081,-2.031219554206019
2009-03-23,95800000.0,-188.55421686746988,-48.06800618238021,1.593625498007968,0.3177124702144559,-1.12848214930163,-2.0665228997481018,-3.6014736855712415,1.5403795829354454,-2.007892976790889
2009-03-24,99300000.0,-199.09638554216866,-51.141552511415526,0.0,0.0,-1.5591013051701381,-2.2231299646801395,-3.8052797908046485,1.4322114884009252,-2.216860827553484
2009-03-25,99300000.0,-198.1981981981982,-48.65269461077843,0.398406374501992,0.07942811755361398,-1.4918240894843202,-2.1773593295241818,-3.744918603954914,1.5331259480306034,-2.12240788248097
2009-03-26,99800000.0,-199.69969969969972,-45.6934306569343,0.0,0.0,-1.5256193413404382,-2.173925889275648,-3.7397153881082255,1.6674998614281997,-2.1225390625680984
2009-03-27,100800000.0,-202.7027027027027,-47.15328467153284,0.0,0.0,-1.6285981823363622,-2.1957229645298693,-3.7673870646815755,1.5248351720970321,-2.1555118748710886
2009-03-30,100900000.0,-203.00300300300302,-44.763271162123395,0.0,0.0,-1.604821477629764,-2.1712608015478083,-3.734755414989155,1.5993990472458295,-2.1281484949118985
2009-03-31,100900000.0,-200.29761904761907,-44.763271162123395,0.796812749003984,0.15885623510722796,-1.4485041794613875,-2.0975190566841633,-3.6379673386240885,1.558079579762885,-1.9195924895576806
2009-04-01,102000000.0,-202.6706231454006,-46.34146341463414,0.796812749003984,0.15885623510722796,-1.5357633788926615,-2.1100966656773457,-3.653266567806627,1.4395446122788438,-2.0482519905246734
2009-04-02,102800000.0,-204.14201183431953,-45.403111739745405,0.0,0.0,-1.5772821287256955,-2.1072535511933483,-3.6485345625592664,1.469457580687442,-2.010277254018325
2009-04-03,102800000.0,-204.14201183431953,-44.38202247191012,0.0,0.0,-1.5482291967319246,-2.0804075936893205,-3.6126131334356613,1.457297444518305,-1.9797990131331111
2009-04-06,104200000.0,-206.47058823529414,-46.34831460674158,0.0,0.0,-1.6396550981632,-2.0918977601505513,-3.626394599284443,1.348631565367116,-1.9222933559448891
2009-04-07,104700000.0,-204.36046511627904,-44.413793103448285,0.398406374501992,0.07942811755361398,-1.5017484621292183,-2.031547333809876,-3.547172693727587,1.470527395373289,-1.6958997614186644
2009-04-08,104900000.0,-204.94186046511626,-44.68965517241379,0.398406374501992,0.07942811755361398,-1.5094956464390774,-2.0160269009890537,-3.5258231350583236,1.3914177874527986,-1.7784054137293124
2009-04-09,105900000.0,-207.8488372093023,-44.08163265306122,0.0,0.0,-1.637987324307182,-2.037710873842975,-3.552497922688812,1.3934354682281578,-1.8112406993124026
2009-04-13,105900000.0,-207.8488372093023,-44.08163265306122,0.0,0.0,-1.6134788044138675,-2.0127897385252966,-3.519019757277627,1.3283628475893372,-1.7838793907706447
2009-04-14,107200000.0,-210.72463768115944,-43.31550802139037,0.0,0.0,-1.741493400437385,-2.0334784840793003,-3.544304680123938,1.3629345662959622,-1.7775105965785618
2009-04-15,107400000.0,-211.30434782608694,-41.688654353562015,0.0,0.0,-1.7347221559944563,-2.0176876319164014,-3.5226141568365223,1.3956449184354711,-1.7621139161632238
2009-04-16,108600000.0,-214.7826086956522,-41.40625,0.0,0.0,-1.8838905127502372,-2.0469698384394404,-3.5588316716368427,1.3797155459664046,-1.804579842738478
2009-04-17,109400000.0,-217.1014492753623,-40.979381443298976,0.0,0.0,-1.955614331271498,-2.0573573625853516,-3.570767636595855,1.3594812749330485,-1.8227193945477176
2009-04-20,110600000.0,-220.57971014492753,-40.35532994923858,0.0,0.0,-2.0757053797539213,-2.0848453447567636,-3.604614144318179,1.359992402747881,-1.8627252591744925
2009-04-21,110600000.0,-219.65317919075144,-40.17743979721167,0.398406374501992,0.07942811755361398,-1.9502828461088784,-2.044738258708339,-3.551869278098885,1.3186925336802937,-1.7786808336965418
2009-04-22,110600000.0,-219.65317919075144,-39.1194968553459,0.398406374501992,0.07942811755361398,-1.8821213479457861,-2.019721010310952,-3.5183952610149003,1.3144014621554767,-1.7515411342675633
2009-04-23,111600000.0,-222.54335260115607,-38.80597014925373,0.0,0.0,-1.9679647764862784,-2.0384625384504864,-3.5408018524700937,1.2945853696612994,-1.7802360488169506
2009-04-24,112200000.0,-224.27745664739885,-38.68974042027193,0.0,0.0,-1.9859697196099388,-2.039321710420849,-3.5403622616751043,1.2087594750846562,-1.7860394029589097
2009-04-27,113200000.0,-225.28735632183907,-39.92583436341162,0.0,0.0,-1.96571725503635,-2.029320242036957,-3.5261029439847205,1.1408893636994377,-1.7036608115088385
2009-04-28,113300000.0,-225.57471264367814,-40.04944375772559,0.0,0.0,-1.9113691054832127,-2.008949497152864,-3.4986178647747614,1.0882921517063902,-1.682864820007509
2009-04-29,113300000.0,-223.71428571428572,-40.04944375772559,1.1952191235059761,0.23828435266084197,-1.7521506685154327,-1.9578511285089222,-3.432109629350283,1.0706851117890752,-1.5489757608543575
2009-04-30,113500000.0,-224.28571428571428,-39.95067817509248,0.796812749003984,0.15885623510722796,-1.7336173627970015,-1.9433596926780217,-3.4119998736658275,0.99372702685339,-1.536018720673918
2009-05-01,114100000.0,-225.99999999999997,-37.968561064087055,0.0,0.0,-1.7682466324258646,-1.9456931606711012,-3.413101882084115,1.0622126533478307,-1.6855414981209536
2009-05-04,114100000.0,-225.99999999999997,-37.968561064087055,0.0,0.0,-1.716166785713913,-1.9233449999957648,-3.3829604791804937,0.9787729435302108,-1.661408924125968
2009-05-05,115300000.0,-229.42857142857144,-37.91866028708133,0.0,0.0,-1.8422766808464752,-1.9503678589924593,-3.4150622644496536,0.9645850784594132,-1.8374690343213589
2009-05-06,115300000.0,-227.55681818181816,-37.589498806682585,0.398406374501992,0.07942811755361398,-1.6901201127487173,-1.9015165554027698,-3.3515183435545937,0.90883583467837,-1.7070041756599277
2009-05-07,115500000.0,-228.125,-33.990719257540604,0.398406374501992,0.07942811755361398,-1.663559685306206,-1.8883067342222146,-3.3328628641116036,1.050372571887924,-1.693767209578844
2009-05-08,115500000.0,-228.125,-33.371824480369504,0.398406374501992,0.07942811755361398,-1.608323901579625,-1.867493782489214,-3.3045710686857497,1.0409840385488525,-1.8062192579407685
2009-05-11,115500000.0,-228.125,-33.06451612903225,0.398406374501992,0.07942811755361398,-1.556560920702193,-1.8471720063996722,-3.2769121572691176,1.0175580530398405,-1.7831472089814195
2009-05-12,116700000.0,-228.73239436619718,-33.37142857142857,0.398406374501992,0.07942811755361398,-1.5378050135420327,-1.835700679847944,-3.2604057483443607,1.023436370514217,-1.6648713896114855
2009-05-13,116600000.0,-228.45070422535213,-32.34960272417706,0.796812749003984,0.15885623510722796,-1.4725368777705907,-1.8121744523021404,-3.2288563482751464,1.0337802677248242,-1.6384425711755803
2009-05-14,116600000.0,-226.6106442577031,-31.602708803611733,2.788844621513944,0.5559968228752978,-1.328336976940879,-1.767693999589599,-3.1712942475291914,1.0580975810884956,-1.5152801469038888
2009-05-15,116600000.0,-223.88888888888889,-31.306306306306308,5.577689243027888,1.1119936457505957,-1.1432756528428616,-1.7120846503143718,-3.10007411199719,1.073277398206841,-1.3436999830683276
2009-05-18,116600000.0,-220.32967032967034,-30.864197530864203,7.171314741035857,1.4297061159650517,-0.9177967546329038,-1.6461669849534335,-3.016312904790203,1.1073556589014752,-1.1252806922294303
2009-05-19,117800000.0,-223.62637362637363,-30.74361820199778,6.374501992031872,1.2708498808578237,-1.0671406336048441,-1.6752047679640196,-3.0501709241922312,1.0948721385689428,-1.1662592412509305
2009-05-20,117800000.0,-223.62637362637363,-30.74361820199778,6.374501992031872,1.2708498808578237,-1.0344897996279787,-1.658742910457546,-3.0277612383787904,1.0597340673155475,-1.1509126348730663
2009-05-21,117800000.0,-223.62637362637363,-30.16574585635359,6.374501992031872,1.2708498808578237,-1.0026514593303193,-1.6426525319171699,-3.0057773054934254,1.0528650822103018,-1.2710343673200701
2009-05-22,119000000.0,-224.2506811989101,-31.491712707182316,5.577689243027888,1.1119936457505957,-1.005937641374661,-1.6352649194136208,-2.994565289973491,1.012063813382442,-1.162014813307184
2009-05-26,119000000.0,-224.2506811989101,-31.491712707182316,5.577689243027888,1.1119936457505957,-0.975246712752466,-1.6195905145661995,-2.973201946379789,0.9816614417029657,-1.1473195293234086
2009-05-27,119000000.0,-224.2506811989101,-28.927410617551462,5.577689243027888,1.1119936457505957,-0.9447379036045923,-1.604207891320959,-2.9522309757883,1.067012184656292,-1.1329656417753142
2009-05-28,119000000.0,-224.2506811989101,-28.927410617551462,5.577689243027888,1.1119936457505957,-0.9150929703352928,-1.5891071473702985,-2.9316401416302305,1.035129356638096,-1.1189416204576892
2009-05-29,119000000.0,-224.2506811989101,-28.927410617551462,5.577689243027888,1.1119936457505957,-0.8862323420352884,-1.574278850485697,-2.911417736392885,1.0049971568567933,-1.105236450563952
2009-06-01,119400000.0,-222.70270270270268,-29.50108459869849,9.56175298804781,1.9062748212867358,-0.7717351417659248,-1.5390356679100217,-2.8665176114600976,0.9910401421774484,-0.9639159500181007
2009-06-02,119400000.0,-222.70270270270268,-29.923830250272033,9.56175298804781,1.9062748212867358,-0.7458971938836726,-1.5250623891051778,-2.847427643705292,0.9457454517430792,-1.0849038798293305
2009-06-03,119400000.0,-222.70270270270268,-29.923830250272033,9.56175298804781,1.9062748212867358,-0.7204358622324253,-1.5113248415069311,-2.828661318071702,0.8862455524437227,-1.0722952131355112
2009-06-04,119400000.0,-222.70270270270268,-29.78260869565217,9.56175298804781,1.9062748212867358,-0.695399965730721,-1.4978156908792633,-2.81020928122384,0.8357440617632141,-1.0599567914497094
2009-06-05,119900000.0,-224.05405405405406,-30.32608695652175,7.569721115537849,1.5091342335186657,-0.7514931726303191,-1.5024024184540206,-2.813451645166151,0.7151759701439915,-1.0690363989283327
2009-06-08,119900000.0,-221.4477211796247,-29.902491874322855,11.952191235059761,2.3828435266084194,-0.5693303673027873,-1.4546176102226693,-2.754029581249287,0.7497777357222273,-0.9142770820008259
2009-06-09,119900000.0,-221.4477211796247,-29.902491874322855,11.952191235059761,2.3828435266084194,-0.5455221798129789,-1.4419550289849932,-2.7367061692788504,0.700808190427674,-0.9033930150061091
2009-06-10,119900000.0,-221.4477211796247,-29.902491874322855,11.952191235059761,2.3828435266084194,-0.5217280680110596,-1.429516755426285,-2.7196566796563237,0.6851814662850728,-0.9798214770948921
2009-06-11,119900000.0,-221.4477211796247,-29.902491874322855,11.952191235059761,2.3828435266084194,-0.4979064763117878,-1.4172676085131928,-2.7028736960490356,0.67019320890257,-0.9687954144697692
2009-06-12,120300000.0,-222.5201072386059,-30.335861321776814,11.952191235059761,2.3828435266084194,-0.551593001333652,-1.419285224913311,-2.7029949955917725,0.6109913072843516,-0.9746334620076758
2009-06-15,120300000.0,-222.5201072386059,-30.335861321776814,11.952191235059761,2.3828435266084194,-0.5316885234950579,-1.4072143116008071,-2.686471138938659,0.5981451204229717,-0.9637866729256281
2009-06-16,120300000.0,-222.5201072386059,-29.63362068965518,11.952191235059761,2.3828435266084194,-0.511994664487308,-1.3953226550634472,-2.670199785467972,0.6128839157514658,-0.9531531904293051
2009-06-17,120300000.0,-220.8,-27.571580063626723,14.741035856573706,2.938840349483717,-0.3404764200009867,-1.3610675097945608,-2.627814358399807,0.7035097940318142,-0.8499361233065217
2009-06-18,120300000.0,-220.8,-27.301587301587293,14.741035856573706,2.938840349483717,-0.3110423017459568,-1.34977517147331,-2.612413925518967,0.6996808305030129,-0.8405233883504428
2009-06-19,120300000.0,-220.8,-25.705329153605017,14.741035856573706,2.938840349483717,-0.2801188313855668,-1.3386536240627271,-2.597237085929839,0.7490115831168969,-0.8742887361438814
2009-06-22,120300000.0,-220.8,-25.574112734864297,14.741035856573706,2.938840349483717,-0.24683590313876524,-1.3276847276710242,-2.5822537634100207,0.7388381720770776,-0.8649312566168088
