date,hy_oas_raw,us_10y,hy_spread_pctl_1y,hy_spread_pctl_5y,hy_spread_zscore_3m,hy_spread_zscore_1y,hy_spread_zscore_3y,hy_spread_delta_zscore_3m,hy_spread_delta_zscore_1y
2002-03-13,7.36,5.28,1.1952191235059761,70.21445591739476,-2.7849993958412345,-1.532927202155048,0.33628653284009463,-1.4705680338831573,-1.4739727586801388
2002-03-14,7.2,5.4,0.0,69.65845909451946,-3.0675120418667174,-1.750282478622809,0.2355129429130374,-1.4577495657200565,-1.6214379428425525
2002-03-15,7.18,5.35,0.0,69.57903097696585,-2.870807836874711,-1.7625083151416467,0.2212921656847368,-1.697032147153691,-1.6164865278589942
2002-03-18,7.2,5.32,0.398406374501992,69.57903097696585,-2.6084986300027406,-1.7174665445949324,0.23188364274008874,-1.7676364348845712,-1.623349915229696
2002-03-19,7.18,5.33,0.0,69.42017474185862,-2.4938786545724567,-1.7279856204863875,0.21760497398362258,-1.7264602378242584,-1.8302516457459188
2002-03-20,7.08,5.4,0.0,69.2613185067514,-2.593730237408376,-1.8491527014581115,0.15360868305198339,-1.7816260210077706,-1.9832157520319547
2002-03-21,7.1,5.39,0.398406374501992,69.2613185067514,-2.3749827061052318,-1.8003493103027381,0.1642254223993323,-1.7079353397237238,-1.9806597138313358
2002-03-22,7.08,5.4,0.0,69.10246227164416,-2.301644177917179,-1.8077577830212253,0.1499246039307969,,-2.075782019330903
2002-03-25,7.06,5.41,0.0,69.02303415409054,-2.219121714953567,-1.8148245013050959,0.13562675518707265,-1.6701821334866533,-2.1046838347594132
2002-03-26,7.13,5.35,1.593625498007968,69.34074662430501,-1.9446785228390604,-1.6994673453218012,0.17755601417762568,-1.6533364624611995,-1.8878641589524623
2002-03-27,7.13,5.35,1.593625498007968,69.2613185067514,-1.8579407911274162,-1.682057861754909,0.17570561178820648,-1.6358700273624434,-1.8470312626266816
2002-03-28,7.11,5.42,1.593625498007968,69.10246227164416,-1.8208988483394521,-1.692165312115524,0.16132161021279368,-1.5202062147949376,-1.8118461423237493
2002-03-29,,,0.0,0.0,,,,,
2002-03-31,7.08,,0.398406374501992,68.7053216838761,-1.8064127683563487,-1.7159751210439715,0.13888264966861585,-1.3774710736165294,-1.7276175188416945
2002-04-01,7.0,5.44,0.0,68.54646544876887,-1.896545109910873,-1.8048335010441185,0.08683499045913455,-1.3415148945066155,-1.8477050345736972
2002-04-02,7.06,5.36,0.398406374501992,68.54646544876887,-1.68767242691641,-1.7059711339137782,0.12276730643554848,-1.1879052346709789,-1.8502711356660368
2002-04-03,7.15,5.3,3.9840637450199203,69.2613185067514,-1.435245911893485,-1.5696779386083417,0.17763535012727857,-1.1497377464338636,-1.8991481913216723
2002-04-04,7.15,5.28,3.9840637450199203,69.18189038919778,-1.3842598056193158,-1.5544001980498452,0.1758541068596722,-1.1204714767927781,-1.9164501968842795
2002-04-05,7.21,5.22,6.374501992031872,69.57903097696585,-1.2149551572854038,-1.460853645432824,0.21188882070987142,-1.013004532744937,-2.0626904121372496
2002-04-08,7.18,5.25,4.780876494023905,69.18189038919778,-1.2357656587695363,-1.4866193070418632,0.19109398354921864,-1.0945245792382383,-2.162304083575849
2002-04-09,7.2,5.22,5.9760956175298805,69.34074662430501,-1.1548941242622988,-1.448234098877969,0.20189728484815106,-1.1811679075092103,-1.5916472939491586
2002-04-10,7.15,5.24,3.9840637450199203,68.94360603653693,-1.2172310784386668,-1.5009626814740642,0.16841104337492105,-1.2329577142560983,-1.6422966052333205
2002-04-11,7.17,5.22,5.179282868525896,69.10246227164416,-1.1381840474074865,-1.463059278903198,0.17918408314118192,-1.3186806465293661,-1.5396936626796063
2002-04-12,7.26,5.18,8.366533864541832,69.73788721207306,-0.9217561033631705,-1.3367586068417316,0.2343919760147696,-1.203737396240837,-1.4003182743892313
2002-04-15,7.27,5.15,8.764940239043826,69.73788721207306,-0.8720326012721372,-1.3159966178535294,0.2388542546471841,-1.1097329232560107,-1.3119651095576583
2002-04-16,7.21,5.2,7.968127490039841,69.42017474185862,-0.9658823647513565,-1.3862674769284553,0.19879027959973192,-1.2606929490858845,-1.239202987929245
2002-04-17,7.14,5.24,3.9840637450199203,68.54646544876887,-1.0783482683097427,-1.4675724754424084,0.15231947998823595,-1.3519779235729328,-1.3045058527830709
2002-04-18,7.13,5.23,3.187250996015936,68.30818109610803,-1.0656938476018367,-1.4709431470908174,0.14404423929093277,-1.3232092434037077,-1.331635194005435
2002-04-19,7.14,5.21,4.382470119521913,68.46703733121525,-1.012115215964639,-1.4490456624781032,0.14849818433690914,-1.226546660515852,-1.3167543540690152
2002-04-22,7.18,5.19,6.772908366533864,68.86417791898332,-0.8977291585735149,-1.3899736119663086,0.17216046427214693,-1.1070268392497846,-1.275385383353219
2002-04-23,7.17,5.18,6.374501992031872,68.7053216838761,-0.8896881325428739,-1.3941567716978964,0.1637866331715175,-1.0505156706495913,-1.31742442725622
2002-04-24,7.2,5.11,8.764940239043826,69.10246227164416,-0.7981762016087011,-1.3490272307971505,0.1810916568063727,-0.9585360321848093,-1.2308625058656784
2002-04-25,7.22,5.1,11.155378486055776,69.57903097696585,-0.7292896802652616,-1.3189827718228082,0.19198335357324256,-1.137439749356944,-1.077363206555612
2002-04-26,7.24,5.08,11.553784860557768,69.57903097696585,-0.6606154244963814,-1.288327157316304,0.20290789854462746,-1.1438208571377302,-1.1373270098338046
2002-04-29,7.19,5.13,8.764940239043826,68.86417791898332,-0.7471596242434456,-1.3459771194965575,0.1688233478222059,-0.6224328694516701,-1.1023076903212823
2002-04-30,6.88,5.11,0.0,66.79904686258936,-1.3861420871024945,-1.7228277719401817,-0.03303977838448672,-0.8805633980339139,-1.3383690286561611
2002-05-01,6.89,5.08,0.398406374501992,66.79904686258936,-1.317145832005583,-1.6983651306364098,-0.028534767629275724,-0.9964852805682244,-1.3237904796221533
2002-05-02,6.87,5.13,0.0,66.56076250992852,-1.314900245084763,-1.7111757908247827,-0.043450585405139706,-1.106553790540121,-1.3213114883199626
2002-05-03,6.94,5.08,1.1952191235059761,66.87847498014297,-1.1264392752135461,-1.6146702388663476,-0.00013044690904725795,-1.064425196924311,-1.2531865295206412
2002-05-06,6.96,5.1,1.593625498007968,66.87847498014297,-1.0493105855767502,-1.580623495827759,0.010791931460969373,-1.0273839482187062,-1.2471503130961676
2002-05-07,7.02,5.09,2.3904382470119523,67.03733121525019,-0.8899626810943353,-1.4988169035980472,0.047745277652389936,-1.0298149007870963,-1.2151508729521792
2002-05-08,6.89,5.24,0.796812749003984,66.4813343923749,-1.1415890211272264,-1.6481080059758884,-0.03886123678762965,-1.1904170723096361,-1.232416094992316
2002-05-09,6.89,5.2,0.796812749003984,66.40190627482129,-1.10737003052205,-1.638393767611314,-0.0408428622500162,-1.0902152090124584,-1.2321291993267753
2002-05-10,6.97,5.15,2.788844621513944,66.87847498014297,-0.899986260085743,-1.5331626547796597,0.009548865221174775,-0.923654959888359,-1.1944155852461993
2002-05-13,6.96,5.23,2.3904382470119523,66.64019062748213,-0.8946113234213559,-1.5373934191557304,0.001114074589841517,-1.01233054999489,-1.1781940563626363
2002-05-14,6.89,5.32,0.796812749003984,66.16362192216044,-1.026105746492758,-1.6120848866486057,-0.046599767160118766,-1.1710978964605516,-1.2536355300935207
2002-05-15,6.93,5.28,2.3904382470119523,66.4813343923749,-0.9083789148990787,-1.554028396141028,-0.022289019104372126,-1.1234695011790499,-1.3170168792399612
2002-05-16,7.05,5.2,5.179282868525896,67.03733121525019,-0.6003050469627923,-1.4032249584600824,0.05450679463231385,-0.9685242811988206,-1.2153463772582636
2002-05-17,7.01,5.27,4.780876494023905,66.87847498014297,-0.6760423201402,-1.4426630038401378,0.02626061722453603,-1.1069982649083792,-1.2713297921334783
2002-05-20,7.07,5.21,6.772908366533864,67.19618745035743,-0.5005927991882569,-1.3636339736075347,0.0638211013166944,-1.0376813645538332,-1.2841072516298748
2002-05-21,7.11,5.18,8.764940239043826,67.51389992057189,-0.367585053389972,-1.3093697290360546,0.08824519595498759,-1.0977973563503736,-1.2497061275715016
2002-05-22,7.15,5.13,11.553784860557768,68.06989674344717,-0.21938474117885343,-1.256270300748389,0.1127696219305429,-1.0848919248529392,-1.192648846571403
2002-05-23,7.1,5.16,8.366533864541832,67.27561556791105,-0.34486094988346516,-1.3089602746506943,0.07785067588401805,-1.0448490580378016,-1.1950109340428303
2002-05-24,7.08,5.16,7.171314741035857,66.95790309769659,-0.392554590154874,-1.3256140072696074,0.06270014549217141,-1.1486371222039324,-1.2382355069261264
2002-05-27,7.08,,7.171314741035857,66.87847498014297,-0.3727195208452996,-1.3182518199989812,0.06073646924403421,-0.9596935864741776,-1.290909263356685
2002-05-28,7.09,5.16,9.163346613545817,67.19618745035743,-0.2998692477673635,-1.2988395256875764,0.06541914331097318,-0.6400124721063827,-1.344426786291398
2002-05-29,7.16,5.11,14.741035856573706,68.30818109610803,0.11997621192561417,-1.2093079761548526,0.10999848612862494,-0.446851501090314,-1.4718347644210295
2002-05-30,7.22,5.06,20.318725099601593,69.42017474185862,0.5923727677836325,-1.1328498643117269,0.14799273351668804,-0.23892972503984233,-1.3924255233768827
2002-05-31,7.28,5.08,22.31075697211155,69.73788721207306,1.2112585187028553,-1.0566400226757033,0.18603804983670008,-0.07852087244713923,-1.4652695538235145
2002-06-03,7.27,5.06,21.91235059760956,69.57903097696585,1.2440539561769615,-1.0610171739418905,0.17739733782231093,0.29629672281393904,-1.5386232725725009
2002-06-04,7.35,5.04,24.302788844621514,70.13502779984114,1.8889746213642862,-0.9622113736223348,0.2288754518305534,0.6352660079707446,-1.5591114271141975
2002-06-05,7.31,5.08,23.107569721115535,69.73788721207306,1.5738578201906863,-1.0012113175598756,0.20012744962406204,0.5994940537779667,-1.5982199394661531
2002-06-06,7.35,5.04,24.701195219123505,70.05559968228752,1.8826372936127025,-0.948492751000624,0.22499729010615327,0.6547090595507603,-1.621648004426071
2002-06-07,7.41,5.1,25.89641434262948,70.37331215250198,2.3286056884244934,-0.873638620546665,0.2633256161795248,0.659288581608383,-1.5629321198088162
2002-06-10,7.48,5.07,26.294820717131472,70.4527402700556,2.684155491734334,-0.7882156821503644,0.30840122960371,0.9620667964724446,-1.4899604115977239
2002-06-11,7.57,5.02,27.091633466135455,71.5647339158062,3.0501874872200547,-0.6810775626755698,0.3669886331023649,1.081430752466077,-1.3655403486873539
2002-06-12,7.7,4.98,27.490039840637447,74.58300238284352,3.484527078403729,-0.5294599397756103,0.4525569817486153,1.188006604819322,-1.2372881692229336
2002-06-13,7.75,4.94,27.88844621513944,75.13899920571883,3.3675614339100055,-0.47022179877856196,0.4842647853282653,1.2577638217078255,-1.1022203893252045
2002-06-14,7.9,4.83,30.677290836653388,77.36298649722002,3.6480401487571927,-0.29767571155821937,0.5836060689638956,1.5514769898998921,-0.9988399915516026
2002-06-17,7.85,4.89,29.482071713147413,76.48927720413026,3.070584697093789,-0.35313892296364774,0.5477175669773736,1.4472103873390905,-1.0456389209659482
2002-06-18,7.85,4.88,29.482071713147413,76.40984908657666,2.812707808037086,-0.3518929506811898,0.5456910476854285,1.4558648323400354,-0.9823379765558272
2002-06-19,7.97,4.76,35.45816733067729,78.47498014297061,3.0087160064075147,-0.21428982301230412,0.6250761188748493,1.6005346782927918,-0.9063357298220187
2002-06-20,7.95,4.85,33.86454183266932,77.91898332009531,2.700179759711056,-0.23653144486235914,0.6094135252419065,1.462935900459442,-0.8871852292696946
2002-06-21,8.14,4.79,50.99601593625498,83.08181096108022,3.0656891811896627,-0.01980373467079009,0.7366344078868149,1.662254127084119,-0.8010761308021462
2002-06-24,8.19,4.87,54.980079681274894,84.35266084193805,2.9413484640083145,0.03696384976947611,0.7685588293469794,1.7291291618850002,-0.764348535463399
2002-06-25,8.27,4.88,63.34661354581673,86.65607625099285,2.9337622551603224,0.1279088690381063,0.8209695942687683,,-0.760150523501185
2002-06-26,9.06,4.75,79.6812749003984,94.12231930103256,4.301479282737883,1.0230712499896293,1.3575842876779487,2.739046371033601,-0.22595533100171394
2002-06-27,9.14,4.84,80.0796812749004,95.15488482922954,3.8548296067140515,1.1074147845850413,1.4087677914640853,2.91224828562916,-0.22252097619665245
2002-06-28,9.23,4.86,80.0796812749004,95.23431294678316,3.5487122812193728,1.2016527417958172,1.4665136845080426,2.9076238757095956,-0.1517646548399354
2002-06-30,8.75,,78.48605577689243,92.45432883240667,2.460231757759162,0.6554345087622108,1.1353394475527308,2.2251124473705524,-0.48509421765471705
2002-07-01,8.69,4.85,78.08764940239044,92.21604447974583,2.2162833968012485,0.58542550393511,1.0915818163766895,2.139825701984955,-0.5460286739525564
2002-07-02,8.93,4.77,78.48605577689243,93.08975377283558,2.4563437765093625,0.8534573868405925,1.2529060325650059,2.3143110322734164,-0.48433238692170577
2002-07-03,9.02,4.78,78.48605577689243,93.56632247815728,2.432951869775612,0.9507098353210931,1.3113144772997922,2.437329142362956,-0.39726610059979484
2002-07-04,9.02,,78.08764940239044,93.48689436060366,2.2864009830459264,0.9461948321954881,1.308003533987079,2.394428931073457,-0.3722158024137363
2002-07-05,8.96,4.9,77.68924302788844,93.08975377283558,2.0800797432564546,0.8746875348128431,1.2636115074757903,2.3756502162869073,-0.3959568651544041
2002-07-08,8.99,4.84,77.68924302788844,93.24861000794282,2.0155952074111023,0.9041291504424767,1.2809337556074099,2.3671884293456746,-0.3730486817505525
2002-07-09,8.98,4.78,77.29083665338645,93.01032565528196,1.9065178309612374,0.888451192769079,1.2709019698839594,2.225209799610811,-0.332857068461176
2002-07-10,9.06,4.66,78.48605577689243,93.88403494837172,1.9191200957991554,0.9725863624418355,1.3225557846744602,2.2885829802953648,-0.2462402115170641
2002-07-11,9.26,4.66,80.47808764940238,95.31374106433678,2.0691040289485687,1.188287426187382,1.4561679723018337,2.5745549031158372,-0.11505873405975997
2002-07-12,9.26,4.63,80.0796812749004,95.23431294678316,1.967416588435681,1.1806886524165945,1.4523960267738514,2.648261127859003,-0.14351171077415725
2002-07-15,9.19,4.66,78.88446215139442,94.99602859412232,1.7972600995753478,1.0960292550695936,1.4007380884829215,2.566972402160411,-0.15304425490856288
2002-07-16,9.13,4.75,78.08764940239044,94.59888800635426,1.654334098765727,1.0226452178734304,1.3560182510953405,2.4716908803515336,-0.05980357523729429
2002-07-17,9.19,4.71,78.48605577689243,94.9166004765687,1.6555109952995202,1.0810367386931918,1.3936632535487974,2.4710103506595003,0.08539661973726109
2002-07-18,9.26,4.66,79.6812749003984,95.15488482922954,1.6662145564519546,1.1494229975653485,1.4380808641915774,2.543579769263245,0.15554592705937287
2002-07-19,9.37,4.61,81.67330677290838,95.63145353455124,1.7167287214908795,1.2601986808924937,1.5097049446419766,2.609225911689644,0.23799469309488064
2002-07-22,9.49,4.51,82.86852589641434,95.86973788721207,1.770859843589575,1.3797295788303958,1.5878804199865433,2.698712350653204,0.349060784652063
2002-07-23,9.71,4.47,90.43824701195219,97.37887212073075,1.9167356763707883,1.6043529615142609,1.733945455840329,2.892680118830565,0.43948749303651824
2002-07-24,9.96,4.49,93.22709163346613,97.93486894360603,2.070585476013674,1.8546796852275114,1.8994972939005061,3.200656804724069,0.6231277429334314
2002-07-25,9.98,4.43,93.62549800796812,98.01429706115965,1.9933035163941881,1.8546312291994838,1.9069253316193955,3.5774590011396654,0.589699321688824
2002-07-26,10.13,4.43,95.61752988047809,98.41143764892773,2.041738510462645,1.9904584864672799,2.0027715205076717,3.6888236171036897,0.6302320534052104
2002-07-29,10.01,4.62,93.62549800796812,98.01429706115965,1.8422586599583437,1.8414368858743098,1.9140648105718876,3.552612676699092,0.5669614742460685
2002-07-30,9.99,4.65,92.82868525896414,97.85544082605242,1.7493634046614328,1.799887793910582,1.8940256074496964,3.4145580327769296,0.608820269717343
2002-07-31,9.71,4.51,88.04780876494024,96.90230341540905,1.4313071000571598,1.4918312583196789,1.6974431212038343,3.072454754147438,0.37881283989693015
2002-08-01,9.54,4.47,81.27490039840637,95.55202541699762,1.2293732927583658,1.303451759806109,1.576789487205478,2.8022686634041563,0.1882583465527179
2002-08-02,9.76,4.33,88.84462151394422,97.06115965051629,1.3911315743569617,1.5185673200592784,1.7219382528590306,3.1666753260351665,0.366087151595085
2002-08-05,9.91,4.29,90.43824701195219,97.37887212073075,1.4818769827417497,1.6573677627046077,1.8184962025383624,3.2957615303159216,0.42960201337006865
2002-08-06,9.81,4.42,88.84462151394422,97.06115965051629,1.3435890240916748,1.539645709443435,1.7446553568271075,3.0728083642230946,0.3665068222549044
2002-08-07,9.89,4.35,89.64143426294821,97.22001588562351,1.3738606759393488,1.6060675674515377,1.793380079818442,3.143460986607268,0.38933950627725933
2002-08-08,9.85,4.4,88.84462151394422,97.06115965051629,1.296578481881344,1.5504871162617067,1.7605715119205891,3.1625720029103124,0.37421602048946134
2002-08-09,9.92,4.27,90.43824701195219,97.37887212073075,1.321950455191969,1.605853191877117,1.802527639997804,3.159881588018145,0.4118612730615254
2002-08-12,10.0,4.22,92.82868525896414,97.85544082605242,1.3544634585292958,1.66976047302843,1.8509878883187982,3.0729854314885126,0.4271071151601069
2002-08-13,10.15,4.12,96.41434262948208,98.57029388403494,1.450103152251318,1.800695502249417,1.9463425903290508,3.243358506089555,0.49688845232063605
2002-08-14,10.2,4.06,97.21115537848605,98.72915011914218,1.4509352295263973,1.8300000643082854,1.9734929875831106,3.19363403791582,0.527584458204367
2002-08-15,10.01,4.17,92.43027888446214,97.77601270849881,1.2342012282304602,1.625065576270477,1.838633884104302,2.9344353053065317,0.5261014670642188
2002-08-16,9.93,4.32,89.2430278884462,97.14058776806989,1.1249995926418128,1.5314506275166804,1.7789858247945778,2.7877209282650695,0.47677038869706534
2002-08-19,9.93,4.29,88.84462151394422,97.06115965051629,1.0941682713332794,1.5167798981204328,1.7736770079358324,2.825740172771127,0.596844252219352
2002-08-20,9.94,4.17,89.2430278884462,97.14058776806989,1.0746575091080648,1.512062935165027,1.7751245255256378,2.8376769424346344,0.543225960882433
2002-08-21,9.88,4.2,85.65737051792829,96.42573471008737,0.9888886244811737,1.4406306132439102,1.7294789040174439,2.758882433242891,0.3996775681712088
2002-08-22,9.65,4.3,81.27490039840637,95.55202541699762,0.73449694080668,1.2083714967220682,1.5696877986749673,2.5072110224096447,0.14975855093021972
2002-08-23,9.62,4.25,79.2828685258964,95.15488482922954,0.6798673906081305,1.1706309642993122,1.5453248078762183,2.379938940454165,0.12907639127834591
2002-08-26,9.55,4.22,75.2988047808765,94.2811755361398,0.582340556735676,1.0981893531452505,1.4941813667230328,2.2310392174569773,
2002-08-27,9.44,4.29,72.50996015936255,93.64575059571088,0.43887621931449733,0.988198241383328,1.4162404814579093,2.0448382640590315,
2002-08-28,9.48,4.22,73.30677290836654,93.7251787132645,0.45829843808101567,1.0225294296684673,1.4397207816310702,2.083546603610358,
2002-08-29,9.51,4.16,74.5019920318725,93.96346306592534,0.46779335874450867,1.0506482514260007,1.456378778642572,2.0128596250483355,-0.7999529514068298
2002-08-30,9.5,4.14,74.10358565737052,93.8046068308181,0.4306470434635217,1.0416726983701035,1.4460830747447848,2.042884015929979,-0.9194981677589875
2002-08-31,9.61,,78.48605577689243,94.75774424146147,0.5419884571905645,1.1468132413191345,1.5167954366314644,2.0953059923197586,-0.7873702527441742
2002-09-02,9.6,,77.29083665338645,94.44003177124702,0.5055882243565362,1.1371794065265008,1.5062527490123916,2.010818027073166,-0.8495477897290189
2002-09-03,9.76,3.98,84.4621513944223,95.94916600476569,0.6980912521814132,1.2906087051017485,1.6106458107743773,2.078824387252113,-0.7958826488746951
2002-09-04,9.75,3.96,84.4621513944223,95.86973788721207,0.6643428994765718,1.2824603012019071,1.599697111652073,1.963537863877477,-0.9330344678152238
2002-09-05,9.82,3.91,86.85258964143426,96.26687847498015,0.7463465183640795,1.3513916532330632,1.6427599514870552,1.8808515930086736,-0.9170119646745412
2002-09-06,9.69,4.05,83.26693227091634,95.39316918189039,0.5284630180255268,1.2279455443718814,1.5504283188884536,1.6981673431504434,-0.9463347521916288
2002-09-09,9.69,4.05,83.26693227091634,95.31374106433678,0.5048789446618601,1.2308619304244894,1.546222917377034,1.5285376419827088,-0.9983080833680229
2002-09-10,9.7,4.0,84.06374501992032,95.472597299444,0.4986682256529916,1.2445187989251945,1.548848998213361,1.5976577218888421,-1.0493485690547322
2002-09-11,9.59,4.07,77.29083665338645,93.88403494837172,0.2776741507349394,1.1448316016519802,1.470395392119814,1.49672455233317,-1.2346556742944494
2002-09-12,9.63,3.98,82.07171314741036,94.83717235901509,0.32251453799975544,1.1896106279055856,1.4936174329981466,1.4039004509178896,-1.1472222647204484
2002-09-13,9.65,3.92,83.26693227091634,94.99602859412232,0.33363394288859727,1.2144379531012008,1.5032459589141733,1.45096939796356,-1.0947454737926507
2002-09-16,9.61,3.9,78.88446215139442,94.04289118347894,0.21430983074710405,1.1812977367332087,1.4722843739924838,1.2011014714039987,-1.1305316361337487
2002-09-17,9.6,3.87,77.68924302788844,93.64575059571088,0.15239822354417404,1.1772338734270964,1.461713028715646,1.1402700236576202,-1.1057620891971065
2002-09-18,9.65,3.86,84.06374501992032,94.9166004765687,0.24190821492852924,1.2315489359482532,1.491779144453565,1.103640066910147,-1.0409566695682113
2002-09-19,9.82,3.79,90.43824701195219,96.18745035742653,0.6747814587013954,1.4028690082341717,1.6028791415231436,0.3797977582445424,-0.9089253917806963
2002-09-20,9.92,3.79,92.82868525896414,96.74344718030183,0.9175514377744521,1.5036217367394262,1.666138433296127,0.39620695215438495,-0.8052400537463962
2002-09-23,10.12,3.7,97.60956175298804,98.17315329626688,1.413449542774467,1.6997375355989948,1.7965169535477672,0.4980847938031776,-0.6218598982100152
2002-09-24,10.26,3.69,98.80478087649402,98.8085782366958,1.7617474410211713,1.8326854538700181,1.8854654421954715,1.1772509451078075,-0.4675919726807576
2002-09-25,10.18,3.77,98.00796812749005,98.49086576648133,1.5324375042000375,1.7482516437035647,1.8255761570568763,1.1628261397684547,-0.44348703655808075
2002-09-26,10.17,3.79,97.60956175298804,98.33200953137411,1.473231852105579,1.7325935923335365,1.8133172108529338,0.879136205492944,-0.41858012451984505
2002-09-27,10.3,3.69,98.80478087649402,98.8085782366958,1.799008770412061,1.8503668554116233,1.8954235760159683,0.8996570200905302,-0.24776569303119578
2002-09-30,10.33,3.63,98.80478087649402,98.8085782366958,1.8332523607023572,1.8690510233645805,1.9097462248683197,0.9228561911690925,-0.21076725178045086
2002-10-01,10.21,3.72,97.60956175298804,98.57029388403494,1.4556299416644796,1.743843068154962,1.8231928665235273,0.8691555333421188,-0.2748909596733631
2002-10-02,10.34,3.71,98.80478087649402,98.8880063542494,1.809020430869656,1.8591544218719955,1.9052761270532197,0.9550252714295189,-0.18354287715382922
2002-10-03,10.48,3.7,98.80478087649402,98.8880063542494,2.1793192978230813,1.980427021908759,1.9934772021495535,1.09197582913968,-0.07972689733943605
2002-10-04,10.55,3.69,98.80478087649402,98.8880063542494,2.311026722670077,2.032192895503676,2.034076967549916,1.0596065330618405,-0.030106845909335878
2002-10-07,10.71,3.64,98.80478087649402,98.8880063542494,2.63013804051949,2.165208310266698,2.1345440716616793,0.976920884079316,0.09851162229215715
2002-10-08,10.87,3.65,98.80478087649402,98.96743447180302,2.8788103011035298,2.293331763318484,2.2340814623686316,1.1126431109018897,0.18116445572083784
2002-10-09,11.17,3.61,98.80478087649402,98.96743447180302,3.371476970052029,2.542405854076136,2.4259616867519096,1.4463765990065425,0.37550392118298115
2002-10-10,11.2,3.68,98.80478087649402,98.96743447180302,3.173632829998759,2.5370109984097633,2.4359014511193924,1.5143657805363329,0.3942499731300422
2002-10-11,11.07,3.83,98.00796812749005,98.8085782366958,2.6812847954750887,2.3897810090347242,2.33967944555084,1.3087442703415324,0.29407528598772936
2002-10-14,11.09,,98.00796812749005,98.8085782366958,2.5670915554657716,2.3818653473724596,2.343931046920056,1.232442349807111,0.25020735676720607
2002-10-15,10.73,4.07,96.81274900398407,98.57029388403494,1.680582217427659,2.0392665568589656,2.0962741563746294,0.779067875966472,0.08740279725266298
2002-10-16,10.73,4.06,96.41434262948208,98.49086576648133,1.6175606106424019,2.0221228456494167,2.0894098643609342,0.6423932668190209,0.1203815389516667
2002-10-17,10.64,4.16,95.61752988047809,98.33200953137411,1.3662922226605525,1.9259653010988078,2.0229610616132763,0.32161233958454694,0.12474677580571591
2002-10-18,10.65,4.14,95.61752988047809,98.33200953137411,1.3440541143705238,1.919342398760868,2.023479266859882,0.06466271353335662,0.11855125875692307
2002-10-21,10.54,4.24,94.42231075697211,98.09372517871327,1.0742175886640815,1.809455933502304,1.9445088338153564,-0.04517529569717982,0.034542788424986925
2002-10-22,10.53,4.27,94.02390438247012,98.01429706115965,1.0300688989458906,1.788552382980409,1.9322861305764962,-0.20190610348687077,0.011116419617615003
2002-10-23,10.54,4.26,94.02390438247012,98.01429706115965,1.0246060523129619,1.783684281431158,1.9334281724056732,-0.05775260444315178,0.12579825854946125
2002-10-24,10.53,4.16,93.22709163346613,97.85544082605242,0.9775317452900664,1.7612371817974075,1.9215222157100091,-0.03865061211317444,0.16415591353088876
2002-10-25,10.57,4.12,94.82071713147411,98.17315329626688,1.028932502637107,1.781629028087717,1.9429640884051609,0.28979776976803806,0.18416996432588628
2002-10-28,10.55,4.1,94.02390438247012,98.01429706115965,0.9561949357789858,1.7503921132625277,1.9245839621940912,0.4469403534564187,0.2093493656416212
2002-10-29,10.67,3.97,95.61752988047809,98.33200953137411,1.1702938661055653,1.8357183250333728,1.9990375826793558,0.31715100497409443,0.4013592891361
2002-10-30,10.62,3.99,94.42231075697211,98.09372517871327,1.0343581288913992,1.7749892848778461,1.9605540828715478,0.1176215221732384,0.6406814742219011
2002-10-31,10.59,3.93,94.02390438247012,98.01429706115965,0.9426339952772591,1.731595210395456,1.9356027299768355,0.1919495009520209,0.7682043817743456
2002-11-01,10.47,4.01,90.43824701195219,97.29944400317713,0.6740861977961624,1.6155454267466312,1.8512288822086265,0.009477859295093483,0.6250588463799982
2002-11-04,10.3,4.07,88.84462151394422,96.98173153296267,0.3087064827683809,1.46081569601506,1.7340982093657085,-0.08967142024664665,0.5794097030668497
2002-11-05,10.19,4.1,87.25099601593625,96.5845909451946,0.07213094315684644,1.3579401895477825,1.6572821771601183,-0.24791300232933455,0.5799560480245225
2002-11-06,10.1,4.09,84.86055776892431,95.63145353455124,-0.11799960355986519,1.273161854932082,1.593984544772901,-0.3965986180963479,0.5256395766906823
2002-11-07,10.12,3.88,84.86055776892431,95.79030976965845,-0.07547679389583724,1.2791825847393228,1.604197335744269,-0.5215129175100943,0.5942401780291646
2002-11-08,10.16,3.85,86.05577689243027,96.18745035742653,0.00889960400578009,1.301332710012016,1.6276607064036674,-0.5286673542962694,0.6079111111360807
2002-11-11,10.18,,86.45418326693228,96.34630659253376,0.04486056657182883,1.3068903777448586,1.6377107075862931,-0.3181751985256185,0.614381082436873
2002-11-12,10.15,3.84,84.86055776892431,95.94916600476569,-0.024784961104834382,1.2718826825075413,1.6142520269837737,-0.25956794500913904,0.6244336557765495
2002-11-13,10.11,3.84,83.26693227091634,95.39316918189039,-0.11421701986378781,1.229761693429753,1.5843574767148056,-0.28701820469067973,0.4736619832780591
2002-11-14,9.94,4.03,79.6812749003984,94.20174741858618,-0.4687863771800636,1.0839461285871888,1.4672259393084912,-0.42811680657783824,0.3224699286239634
2002-11-15,9.78,4.05,74.9003984063745,92.93089753772836,-0.797321936906796,0.9479235276119934,1.3570673916338627,-0.4927070856319168,0.221518804591901
2002-11-18,9.7,4.02,72.11155378486056,92.21604447974583,-0.9670912151348541,0.8777895232543033,1.3007231808034723,-0.33058197346776497,0.11278124054247862
